,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2015-01-01,0.889,166,232,493,54%,57%,13.77%,11.99%,19.28%,74,74,3247,3.5,4.1,913,245,153,92,172,2190,128,250,2591,138,163,227,1937,835,174,0,0,915,126,83,43,223,0,0,0,152234
2015-01-02,0.68,203,401,804,47%,44%,14.2%,12.05%,21.54%,327,327,7812,4.5,7,2741,547,303,244,443,4984,329,559,5980,355,411,507,4380,1562,302,0,0,1718,244,160,84,390,0,0,0,349049
2015-01-03,0.831,167,265,644,50%,47%,10.69%,8.47%,18.4%,123,123,4626,3.6,4.6,1328,265,151,114,275,3099,231,339,3626,236,250,302,2742,1191,217,0,0,1291,138,85,53,288,0,0,0,216124
2015-01-04,0.863,170,227,755,49%,48%,13.2%,11.42%,19.58%,136,53,5812,3.8,4.1,1369,343,235,108,319,3607,289,416,4436,313,290,386,3374,1398,245,0,0,1545,204,138,66,337,0,0,0,263096
2015-01-05,0.623,255,425,1458,43%,41%,15.89%,13.2%,23.31%,375,375,17726,5.2,7.6,6870,1486,781,705,1029,12201,500,1223,13908,815,947,1106,9459,3087,720,0,0,3405,541,330,211,905,0,0,0,869474
2015-01-06,0.68,199,384,1954,45%,36%,14.68%,12.28%,23.89%,157,157,18358,4.2,6.3,5734,1415,735,680,1119,12170,500,1334,14140,1035,1015,1201,10278,4061,710,0,0,4381,643,427,216,904,0,0,0,869716
2015-01-07,0.667,246,387,1352,44%,40%,16.31%,14.06%,22.4%,732,259,15404,5,6.6,5467,1126,563,563,891,10425,500,1076,12017,746,802,970,8344,2728,623,0,0,3060,499,314,185,826,0,0,0,752229
2015-01-08,0.672,220,328,1266,44%,39%,19.56%,17.4%,25.25%,158,148,12789,4.4,6.1,4815,1388,759,629,862,8433,500,824,9939,673,729,722,7048,2595,607,0,0,2878,563,363,200,792,0,0,0,632550
2015-01-09,0.648,234,356,1114,45%,38%,22.32%,20.17%,27.82%,147,96,11789,4.7,6.1,4295,1314,755,559,629,8026,500,756,9257,636,584,660,6575,2246,530,0,0,2496,557,362,195,701,0,0,0,584485
2015-01-10,0.775,181,271,600,48%,49%,19.27%,17.15%,26.48%,151,151,5028,4,5.1,1473,516,339,177,267,3298,213,328,4035,222,250,287,2938,1156,229,0,0,1261,243,167,76,287,0,0,0,227757
2015-01-11,0.677,180,279,584,46%,43%,18.63%,14.98%,30.46%,115,115,5340,4.2,5.2,1557,557,355,202,280,3358,208,406,4256,222,255,359,3176,1166,223,0,0,1283,239,147,92,302,0,0,0,230526
2015-01-12,0.549,289,510,1457,39%,32%,29.69%,26.28%,38.59%,287,287,20367,5.4,7.6,7940,3275,1800,1475,797,14661,500,1221,16852,941,717,1085,10995,3322,745,0,0,3756,1115,714,401,1039,0,0,0,1084905
2015-01-13,0.635,299,522,1703,40%,34%,33.85%,30.39%,42.31%,427,427,23880,5.6,7.7,9556,4100,2192,1908,1008,16275,500,1428,19429,903,884,1264,12630,3774,890,0,0,4298,1455,927,528,1248,0,0,0,1284233
2015-01-14,0.605,358,631,1821,38%,32%,43.43%,39.61%,52.55%,665,400,30917,6.4,8.9,12718,7446,4047,3399,889,22276,500,1688,26454,972,794,1470,15565,4260,1045,0,0,4854,2108,1356,752,1431,0,0,0,1738940
2015-01-15,0.704,236,417,1404,44%,38%,21.36%,16.79%,32.21%,230,135,14276,4.5,6,5728,1336,665,671,775,9373,500,1030,10757,823,693,901,7677,2882,741,0,0,3207,685,379,306,950,0,0,0,758361
2015-01-16,0.68,218,326,1261,41%,38%,20.75%,15.54%,34.35%,397,140,14051,4.6,5.2,4394,1356,716,640,1000,9086,500,1037,10615,761,877,933,7536,2793,665,0,0,3079,639,346,293,853,0,0,0,669702
2015-01-17,0.75,156,229,634,49%,52%,15.62%,13.78%,22.9%,98,70,4548,3.5,4.4,1145,375,249,126,381,2908,168,338,3674,176,357,299,2810,1223,218,0,0,1300,203,143,60,262,0,0,0,202652
2015-01-18,0.79,159,294,673,48%,51%,13.27%,12.49%,16.48%,144,144,5520,4,6.2,1705,263,208,55,343,3426,226,392,4242,234,306,335,3122,1309,227,0,0,1394,185,140,45,273,0,0,0,222030
2015-01-19,0.726,210,353,1317,44%,37%,12.98%,10.87%,19.69%,242,242,13169,4.4,6.2,4477,684,391,293,955,8447,500,964,9750,828,850,880,7299,2790,591,0,0,3012,391,249,142,721,0,0,0,632529
2015-01-20,0.719,192,297,1425,44%,39%,11.91%,10.66%,16.45%,192,192,13707,4.2,6.1,4280,639,419,220,1017,9039,500,901,10365,762,936,806,7839,3042,587,0,0,3242,386,271,115,699,0,0,0,621293
2015-01-21,0.731,221,341,1346,45%,41%,12.19%,10.47%,17.26%,565,205,14144,4.7,5.9,4462,647,385,262,918,9120,500,1082,10457,879,798,955,7436,2736,596,0,0,3003,366,235,131,759,0,0,0,663761
2015-01-22,0.715,197,272,1272,45%,41%,10.76%,9.32%,15.16%,339,53,12301,4.3,4.9,3484,506,336,170,822,7824,500,929,9085,797,721,836,6706,2634,569,0,0,2852,307,200,107,706,0,0,0,562134
2015-01-23,0.726,205,360,1238,42%,39%,9.83%,8.75%,13.91%,190,190,13309,4.6,6.4,3904,494,309,185,1352,8653,500,873,9718,806,1197,791,7132,2718,500,0,0,2920,287,202,85,611,0,0,0,597376
2015-01-24,0.783,163,275,636,48%,48%,9.56%,8.71%,13.2%,139,139,4762,3.6,5.5,1363,190,137,53,352,2987,214,362,3535,221,318,326,2728,1253,209,0,0,1329,127,94,33,250,0,0,0,216147
2015-01-25,0.877,155,269,625,46%,37%,11.77%,11.28%,14.16%,80,80,4739,3.5,5.2,1216,257,204,53,352,3022,236,402,3479,249,322,368,2734,1284,202,0,0,1359,160,127,33,233,0,0,0,210473
2015-01-26,0.758,194,277,1368,44%,38%,9.36%,8.06%,13.71%,221,182,13455,4.4,5.4,3888,485,317,168,946,8676,500,1012,9845,878,848,917,7244,2848,592,0,0,3086,289,191,98,715,0,0,0,597668
2015-01-27,0.782,209,320,1329,43%,37%,13.01%,12.88%,13.47%,98,86,13273,4.3,5.5,3790,587,434,153,989,8389,500,1076,9566,926,876,955,7099,2890,568,0,0,3097,403,311,92,683,0,0,0,648231
2015-01-28,0.798,212,335,1286,42%,36%,12.9%,12.36%,14.74%,443,93,13682,4.4,5.4,3798,601,425,176,945,8483,500,996,10059,835,837,896,7471,2845,582,0,0,3085,398,295,103,699,0,0,0,655394
2015-01-29,0.739,208,367,1252,43%,37%,10.97%,10.62%,12.17%,555,555,12594,4.3,6.7,4338,530,376,154,820,8138,500,882,9333,757,752,802,7001,2691,524,0,0,2899,318,239,79,649,0,0,0,603585
2015-01-30,0.712,196,341,1133,44%,37%,9.65%,8.21%,14.85%,427,427,11371,4.4,7.2,4018,440,240,200,782,7286,500,793,8258,704,700,735,6257,2418,465,0,0,2592,250,167,83,559,0,0,0,509286
2015-01-31,0.771,142,421,1223,57%,49%,6.03%,5.37%,10.2%,187,187,6346,3,5.9,1730,196,152,44,529,4058,274,494,4780,291,501,461,3814,2021,240,0,0,2138,129,99,30,294,0,0,0,303082
2015-02-01,0.814,131,247,1065,53%,53%,6.5%,5.77%,10.41%,104,104,6097,3,4.5,1418,198,147,51,497,3777,321,430,4613,336,459,392,3689,1889,253,0,0,2015,131,98,33,317,0,0,0,264562
2015-02-02,0.781,187,290,1569,48%,41%,12.22%,10.71%,17.26%,266,120,13775,4.2,5.6,4254,608,410,198,869,8770,500,1055,9855,1067,769,942,7502,3037,623,0,0,3299,403,272,131,759,0,0,0,617385
2015-02-03,0.722,258,363,1397,44%,38%,10.88%,9.98%,13.9%,1284,178,18919,5.9,6.8,5033,701,500,201,999,13080,500,1282,14266,1299,886,1128,9897,2982,620,0,0,3207,349,246,103,741,0,0,0,826792
2015-02-04,0.719,237,419,1326,43%,38%,11.71%,10.44%,16.13%,306,306,14895,4.9,7.8,5328,716,483,233,968,9682,500,1117,10957,909,880,991,7983,2873,578,0,0,3067,359,249,110,682,0,0,0,727603
2015-02-05,0.732,225,329,1325,41%,39%,13.43%,12.28%,17.1%,213,90,14777,4.6,5.8,4506,773,512,261,975,9680,500,1174,10874,974,867,1050,7924,2975,622,0,0,3232,434,302,132,772,0,0,0,726800
2015-02-06,0.798,227,281,1199,43%,41%,14.03%,13.18%,16.5%,111,81,12438,4.4,5.3,3810,667,465,202,786,8258,500,982,9264,791,710,864,6883,2609,601,0,0,2815,395,276,119,721,0,0,0,639977
2015-02-07,0.816,177,300,691,50%,48%,10.96%,9.83%,15.3%,156,156,5409,4,5.9,1649,253,166,87,316,3406,310,384,4032,330,272,357,3118,1270,228,0,0,1369,150,107,43,281,0,0,0,242967
2015-02-08,0.79,169,274,702,47%,47%,11.95%,12.12%,11.26%,170,67,6020,4,5.4,1634,272,217,55,410,3669,309,421,4475,329,350,374,3374,1401,252,0,0,1498,179,145,34,302,0,0,0,252861
2015-02-09,0.794,183,307,1425,44%,36%,10.38%,9.32%,13.92%,205,205,13150,4.1,5.9,4410,565,348,217,880,8538,500,1018,9828,802,801,912,7378,2984,606,0,0,3246,337,233,104,747,0,0,0,594362
2015-02-10,0.698,206,350,1634,42%,37%,23.57%,25.24%,17.22%,251,106,15988,4.1,5.9,4760,1288,1028,260,1021,10211,500,1550,11549,972,906,1365,8736,3620,669,0,0,3874,913,774,139,807,0,0,0,797252
2015-02-11,0.715,197,298,1387,44%,38%,15.54%,15%,17.24%,89,89,12904,4.1,5.7,4294,659,468,191,916,8391,500,1036,9613,859,830,934,7235,2903,630,0,0,3146,489,358,131,760,0,0,0,620322
2015-02-12,0.74,188,247,1362,45%,45%,12.09%,11.79%,12.95%,305,179,12311,4.1,4.9,3819,571,408,163,679,7860,500,996,8976,789,631,908,6825,2762,621,0,0,3019,365,265,100,772,0,0,0,568162
2015-02-13,0.705,232,363,1090,42%,35%,11.08%,10.54%,12.61%,163,163,12304,4.8,6.6,4427,501,324,177,769,8306,500,962,9217,844,705,857,6691,2371,543,0,0,2590,287,202,85,674,0,0,0,601099
2015-02-14,0.748,161,281,655,50%,48%,13.1%,11.71%,18.21%,167,167,5026,3.9,5.4,1507,250,166,84,257,3199,238,387,3784,242,240,336,2873,1220,229,0,0,1305,171,120,51,280,0,0,0,209981
2015-02-15,0.882,171,276,707,49%,49%,12.37%,12.89%,10.25%,93,93,5214,3.6,4.8,1358,280,224,56,326,3502,236,447,3919,255,296,405,3002,1347,235,0,0,1439,178,149,29,283,0,0,0,246210
2015-02-16,0.747,200,344,1437,45%,40%,12.06%,11.06%,15.25%,157,89,13580,4.2,5.8,4461,633,415,218,964,8718,500,1095,9837,877,871,978,7314,2950,625,0,0,3216,388,270,118,774,0,0,0,643118
2015-02-17,0.703,213,374,1417,42%,36%,9.84%,8.66%,13.56%,239,143,15449,4.6,6.8,5494,494,310,184,1020,10290,500,1063,11512,1130,932,950,8431,3066,643,0,0,3352,330,220,110,811,0,0,0,713616
2015-02-18,0.674,228,352,1375,43%,37%,9.68%,8.94%,11.93%,510,510,14883,4.7,7,5505,503,325,178,859,9927,500,1129,11046,882,771,994,7986,2883,624,0,0,3181,308,214,94,788,0,0,0,726271
2015-02-19,0.775,188,284,1342,46%,39%,9.61%,8.5%,13%,183,157,12096,4.1,5.7,4092,460,295,165,753,8034,500,947,9022,733,694,842,6863,2692,583,0,0,2924,281,187,94,723,0,0,0,550825
2015-02-20,0.701,201,342,1264,46%,42%,10.62%,10.22%,11.92%,267,267,12215,4.4,6.9,4483,428,314,114,804,8336,500,832,9286,627,682,735,6592,2554,530,0,0,2750,292,215,77,646,0,0,0,551687
2015-02-21,0.811,170,263,745,49%,46%,8.7%,7.94%,11.82%,98,98,5673,3.7,5,1487,215,146,69,378,3799,294,438,4371,311,338,387,3376,1419,241,0,0,1517,132,97,35,296,0,0,0,258223
2015-02-22,0.863,170,223,741,49%,47%,9.61%,9.31%,10.88%,145,99,5982,4,4.8,1374,213,177,36,430,3830,303,464,4454,322,402,416,3366,1410,232,0,0,1499,144,113,31,285,0,0,0,254567
2015-02-23,0.774,201,313,1580,43%,37%,9.74%,8.75%,12.82%,135,135,15574,4.2,5.7,5073,567,381,186,1207,10031,500,1085,11370,1039,1087,975,8828,3390,705,0,0,3707,361,246,115,897,0,0,0,746197
2015-02-24,0.754,225,340,1416,42%,37%,10.26%,9.2%,13.35%,184,143,15261,4.6,6.2,5264,564,323,241,1086,9951,500,1125,11246,1803,1009,1009,8299,3042,679,0,0,3332,342,228,114,854,0,0,0,750739
2015-02-25,0.764,206,316,1400,43%,39%,8.96%,8.3%,10.89%,204,158,14475,4.4,5.7,4811,566,372,194,1317,8969,500,956,10382,1820,1038,823,7652,3021,682,0,0,3291,295,203,92,845,0,0,0,679366
2015-02-26,0.819,197,315,1317,43%,37%,10.25%,9.32%,13.18%,182,169,12579,4.1,5.9,4333,584,379,205,809,8337,500,769,9314,1687,746,684,6843,2792,607,0,0,3033,311,214,97,736,0,0,0,597249
2015-02-27,0.749,180,268,1235,46%,41%,9.76%,8.98%,12.18%,185,128,10919,4.1,5.7,3717,393,251,142,730,7196,500,797,8036,1356,671,720,6156,2487,532,0,0,2684,262,182,80,657,0,0,0,482329
2015-02-28,0.797,159,248,616,49%,50%,9.62%,8.8%,12.64%,91,77,4617,3.7,4.6,1224,161,110,51,298,2926,245,370,3431,518,271,334,2594,1167,221,0,0,1258,121,87,34,269,0,0,0,199631
2015-03-01,0.767,164,290,829,50%,44%,10.07%,8.32%,16.71%,116,89,6294,3.8,5.5,1894,265,170,95,381,4226,284,487,4834,592,346,425,3577,1555,283,0,0,1669,168,110,58,347,0,0,0,273409
2015-03-02,0.781,207,295,1473,45%,42%,9.56%,8.83%,11.68%,231,231,13850,4.2,5.5,4648,508,314,194,1062,9011,500,926,10348,1514,958,845,7821,3018,675,0,0,3284,314,216,98,839,0,0,0,679202
2015-03-03,0.76,220,344,1397,42%,35%,9.75%,8.89%,12.39%,153,90,14293,4.3,5.9,4816,514,334,180,1158,9481,500,947,10735,1453,1054,851,8056,3056,661,0,0,3334,325,224,101,815,0,0,0,732386
2015-03-04,0.755,216,341,1516,43%,38%,8.98%,8.6%,10.04%,179,145,15259,4.4,6,5542,515,334,181,1301,10036,500,1063,11413,1482,1171,960,8510,3182,743,0,0,3507,315,222,93,926,0,0,0,755943
2015-03-05,0.819,200,286,1437,43%,40%,9.07%,8.29%,11.56%,96,77,13613,4.1,5.1,4060,436,297,139,1078,8744,500,976,10107,1452,1011,871,7624,3100,655,0,0,3342,303,211,92,796,0,0,0,666935
2015-03-06,0.767,199,287,1242,43%,42%,8.79%,8.39%,10.06%,212,184,12717,4.4,5.9,4023,389,268,121,1079,8221,500,814,9477,1347,977,726,7024,2675,571,0,0,2891,254,185,69,686,0,0,0,575040
2015-03-07,0.815,182,330,625,48%,45%,11.24%,10.47%,14.52%,249,249,5060,3.9,6.2,1537,204,154,50,343,3403,227,352,3956,409,318,314,3056,1224,204,0,0,1308,147,111,36,248,0,0,0,238052
2015-03-08,0.835,144,258,707,48%,46%,11.62%,9.78%,19.16%,169,61,4949,3.4,4.7,1335,224,146,78,329,3238,247,348,3757,515,306,320,2972,1383,237,0,0,1463,170,115,55,287,0,0,0,210405
2015-03-09,0.723,204,302,1437,43%,38%,11.2%,10.35%,13.88%,362,283,14878,4.4,5.6,4559,619,434,185,1350,9593,500,1011,10912,1605,1082,890,8172,3089,655,0,0,3358,376,264,112,807,0,0,0,686105
2015-03-10,0.775,214,309,1451,40%,36%,10.98%,10.38%,13.24%,205,205,16801,4.6,6,4544,700,499,201,1130,10736,500,1283,12574,1814,1023,1149,9340,3355,633,0,0,3625,398,297,101,763,0,0,0,777037
2015-03-11,0.777,216,330,1554,42%,41%,10.43%,9.82%,12.52%,154,134,17670,4.8,6.2,5150,617,418,199,1245,11326,500,1229,13074,2122,1086,1101,9670,3377,675,0,0,3663,382,278,104,831,0,0,0,792375
2015-03-12,0.871,199,276,1357,43%,39%,10.46%,9.39%,13.56%,149,101,13524,4.3,5.3,4268,534,311,223,1023,8896,500,880,9974,1647,931,780,7453,2872,645,0,0,3146,329,220,109,804,0,0,0,626783
2015-03-13,0.774,201,300,1187,43%,40%,10.5%,9.36%,14.03%,137,137,11772,4.2,5.4,3671,475,304,171,877,7605,500,798,8614,1483,811,710,6649,2561,556,0,0,2772,291,196,95,677,0,0,0,557094
2015-03-14,0.883,157,279,727,47%,43%,9.74%,8.91%,13.07%,178,142,5732,3.7,5.2,1606,209,151,58,401,3890,245,358,4515,458,368,323,3575,1428,243,0,0,1540,150,110,40,306,0,0,0,242350
2015-03-15,0.796,146,228,753,45%,40%,10.88%,10.5%,12.68%,96,46,5992,3.6,4.4,1242,282,224,58,426,3820,320,462,4539,565,403,405,3491,1572,248,0,0,1655,180,144,36,284,0,0,0,241334
2015-03-16,0.875,206,320,1551,44%,38%,9.47%,9.06%,10.79%,192,173,14287,4.1,5.7,4714,507,373,134,1222,9293,500,1000,10576,1489,1115,906,7937,3239,663,0,0,3507,332,243,89,825,0,0,0,722962
2015-03-17,1.467,225,382,1436,43%,37%,12.34%,11.17%,15.53%,778,778,15100,4.5,6.9,6168,649,368,281,951,10220,500,1092,11281,1775,847,939,8247,3018,712,0,0,3330,411,272,139,895,0,0,0,747798
2015-03-18,0.757,225,347,1491,43%,38%,10.38%,9.64%,12.59%,372,103,16055,4.7,6.4,5530,626,390,236,1050,10324,500,1219,11756,2030,969,1080,8756,3136,708,0,0,3438,357,248,109,866,0,0,0,773686
2015-03-19,0.772,235,323,1475,43%,39%,9.26%,8.89%,10.36%,730,277,17217,5,6,5179,504,351,153,1330,11281,500,1070,12545,2271,1186,938,9172,3159,715,0,0,3435,318,228,90,869,0,0,0,806802
2015-03-20,0.802,199,311,1266,44%,39%,10.16%,9.39%,12.55%,265,135,12052,4.2,5.6,3881,407,280,127,917,7764,500,816,8925,1394,824,739,6713,2666,577,0,0,2865,291,204,87,693,0,0,0,568903
2015-03-21,0.831,151,245,699,47%,46%,10.56%,9.79%,13.58%,65,61,5540,3.8,4.8,1447,253,159,94,435,3601,264,429,4157,519,404,397,3186,1377,249,0,0,1477,156,115,41,302,0,0,0,222780
2015-03-22,0.897,132,277,1203,46%,44%,14.48%,14.25%,15.79%,103,103,8503,3.3,4.9,1861,519,414,105,633,5398,419,647,6456,767,583,562,5090,2473,321,0,0,2611,378,318,60,380,0,0,0,344223
2015-03-23,0.761,221,394,1849,42%,33%,13.46%,12.04%,17.75%,122,120,18770,4.2,6,6615,960,607,353,1295,12153,500,1522,13728,2225,1176,1270,10114,4005,839,0,0,4434,597,401,196,1104,0,0,0,979815
2015-03-24,0.809,200,312,1699,44%,36%,11.47%,10.58%,14.08%,268,268,15887,4.1,5.5,5365,649,413,236,1061,10555,500,1041,11847,1938,966,952,8850,3579,799,0,0,3881,445,307,138,980,0,0,0,776868
2015-03-25,0.78,193,313,2004,44%,37%,11.39%,10.74%,13.52%,160,135,18941,4.2,5.6,6010,741,494,247,1506,12267,500,1322,13876,2237,1392,1158,10377,4220,868,0,0,4557,519,375,144,1065,0,0,0,880160
2015-03-26,0.746,203,364,1751,43%,39%,9.62%,8.56%,13.31%,280,280,16759,4.1,6.8,6156,611,405,206,1553,10899,500,1091,12426,1689,1373,978,9287,3789,754,0,0,4087,393,272,121,909,0,0,0,830242
2015-03-27,0.756,176,307,1563,42%,36%,9.1%,7.79%,13.7%,202,101,14622,3.9,5.8,4822,504,317,187,1223,9786,500,973,10902,1524,1111,873,8215,3428,680,0,0,3702,337,224,113,825,0,0,0,649853
2015-03-28,0.774,154,256,914,46%,44%,9.93%,9.06%,14.51%,176,123,7401,3.7,5.2,1638,328,252,76,644,4649,381,625,5453,679,569,419,4203,1916,276,0,0,2005,199,153,46,317,0,0,0,309300
2015-03-29,0.693,131,254,1798,52%,46%,8.92%,8.71%,10.53%,133,82,10239,3,5,1999,400,344,56,956,6402,500,567,7652,1064,869,516,6131,3305,345,0,0,3452,308,266,42,399,0,0,0,453398
2015-03-30,0.758,220,400,1991,41%,32%,11.44%,10.69%,13.76%,412,150,20720,4.3,6.3,7378,863,556,307,1452,13514,500,1347,15312,2609,1334,1209,11232,4368,904,0,0,4799,549,388,161,1170,0,0,0,1057080
2015-03-31,0.786,227,356,1690,42%,36%,9.95%,9.2%,12.04%,343,295,19761,4.9,7.1,7505,745,418,327,1301,13261,500,1448,14789,2223,1202,1304,10410,3689,848,0,0,4052,403,275,128,1063,0,0,0,919276
2015-04-01,0.718,195,408,1936,42%,36%,9.86%,8.7%,14.55%,161,161,18427,4,6.7,6159,655,443,212,1758,11589,500,1247,13230,2192,1602,1099,10070,4361,768,0,0,4644,458,324,134,921,0,0,0,907755
2015-04-02,0.749,210,356,1600,41%,37%,10%,9.34%,12.15%,248,136,16903,4.4,6.4,5751,664,439,225,1363,11166,500,1159,12604,1777,1247,1040,9490,3589,739,0,0,3881,388,278,110,905,0,0,0,813821
2015-04-03,0.77,221,349,1326,43%,36%,10.93%,10.64%,11.74%,200,95,14061,4.5,6.1,4998,613,424,189,1041,9172,500,1072,10556,1392,937,918,7778,2859,670,0,0,3120,341,245,96,818,0,0,0,689087
2015-04-04,0.86,175,283,681,46%,45%,10.93%,10.8%,11.43%,108,79,6120,4.1,5.2,1640,264,202,62,419,4118,276,410,4720,571,376,366,3722,1392,265,0,0,1491,163,127,36,315,0,0,0,260982
2015-04-05,0.853,166,309,578,47%,45%,13.13%,12.92%,13.94%,76,49,4633,3.8,5.3,1338,275,196,79,292,2995,226,376,3485,480,275,328,2749,1166,207,0,0,1234,162,127,35,251,0,0,0,204550
2015-04-06,0.865,171,262,844,49%,46%,11.25%,11.14%,11.76%,136,67,6520,3.8,4.6,1483,290,226,64,529,4208,356,477,4848,666,458,433,3778,1607,270,0,0,1715,193,155,38,323,0,0,0,294013
2015-04-07,0.842,214,363,1541,44%,38%,9.37%,8.52%,11.85%,183,183,15508,4.5,6.9,6092,486,293,193,1027,10135,500,1053,11478,1950,945,962,8646,3185,706,0,0,3467,325,220,105,886,0,0,0,741845
2015-04-08,0.82,236,377,1442,41%,37%,9.51%,8.98%,10.92%,182,115,16256,4.7,6.8,6485,471,319,152,1173,10616,500,1132,12030,1921,1012,1006,8993,3176,757,0,0,3492,332,228,104,952,0,0,0,822848
2015-04-09,0.908,203,326,1482,45%,39%,10.05%,9.65%,11.29%,103,102,13997,4.2,5.9,4780,526,371,155,1021,9338,500,1038,10409,1529,912,917,7877,3056,663,0,0,3324,334,242,92,815,0,0,0,674669
2015-04-10,0.785,213,332,1319,45%,38%,9.86%,9.88%,9.8%,224,224,12482,4.3,6,4547,476,343,133,815,8099,500,920,9293,1454,729,807,7018,2663,605,0,0,2920,288,214,74,755,0,0,0,620980
2015-04-11,1.169,144,212,691,48%,46%,10.28%,9.55%,12.85%,101,101,5040,3.5,4.5,1438,221,153,68,303,3325,254,396,3862,479,283,358,3021,1324,248,0,0,1440,148,107,41,319,0,0,0,207307
2015-04-12,0.925,142,268,681,49%,41%,9.2%,8.99%,10%,134,134,5105,3.6,5.9,1708,192,137,55,362,3119,317,404,3737,602,331,366,2924,1307,229,0,0,1402,129,100,29,290,0,0,0,198663
2015-04-13,0.784,211,336,1434,43%,39%,10.21%,9.99%,10.9%,297,190,14819,4.5,6.1,4913,552,425,127,881,10022,500,1073,11216,1649,816,965,8375,3039,650,0,0,3300,337,249,88,807,0,0,0,697888
2015-04-14,0.824,222,356,1434,44%,36%,8.29%,7.48%,10.71%,288,288,14347,4.4,6.6,5458,401,269,132,956,9799,500,994,10802,1595,865,894,8048,2982,657,0,0,3255,270,182,88,822,0,0,0,721495
2015-04-15,0.81,195,275,1348,44%,41%,9%,8.71%,9.91%,113,78,12689,4.1,5.1,3729,375,269,106,830,8275,500,974,9407,1478,765,875,7137,2826,607,0,0,3068,276,203,73,737,0,0,0,596768
2015-04-16,0.799,210,287,1403,44%,41%,8.86%,8.77%,9.15%,317,228,14301,4.5,5.9,4430,424,329,95,981,9433,500,1010,10471,1839,883,904,7798,2960,623,0,0,3193,283,214,69,754,0,0,0,671687
2015-04-17,0.781,215,353,1162,40%,33%,9.06%,8.93%,9.44%,198,198,12684,4.4,6.7,4758,411,280,131,876,8363,500,857,9485,1466,809,777,7030,2674,590,0,0,2893,262,195,67,710,0,0,0,622799
2015-04-18,0.938,157,263,745,49%,44%,10.04%,9.72%,11.57%,95,95,5331,3.5,5.3,1422,235,181,54,405,3507,264,377,4081,468,362,341,3079,1447,221,0,0,1534,154,123,31,268,0,0,0,240486
2015-04-19,0.817,129,213,709,51%,49%,9.22%,8.96%,10.34%,65,39,4315,3.1,3.9,1028,176,140,36,284,2842,236,331,3295,405,257,313,2585,1302,213,0,0,1388,128,101,27,261,0,0,0,178555
2015-04-20,0.775,217,399,1420,44%,37%,10.61%,10.17%,11.87%,404,404,14332,4.4,7.1,6058,501,339,162,1029,9465,500,932,10581,1790,912,850,7965,2977,681,0,0,3261,346,245,101,851,0,0,0,707675
2015-04-21,0.796,214,364,1377,44%,38%,10.18%,9.69%,11.7%,471,471,14900,4.7,7.8,6005,469,301,168,1079,9615,500,1091,10811,1919,989,952,8034,2910,629,0,0,3153,321,231,90,769,0,0,0,675239
2015-04-22,0.821,213,310,1389,43%,35%,15.08%,13.06%,21.46%,440,440,13547,4.2,6,4576,649,421,228,917,8930,500,1082,10026,1522,835,988,7648,2967,641,0,0,3196,482,317,165,769,0,0,0,681259
2015-04-23,0.896,206,316,1330,43%,38%,9.94%,9.78%,10.44%,184,184,13274,4.3,5.8,4194,436,320,116,917,8680,500,899,9734,1724,843,820,7337,2869,624,0,0,3079,306,230,76,728,0,0,0,635728
2015-04-24,0.822,199,325,1247,45%,37%,10.57%,10.3%,11.37%,122,122,11136,4,5.6,3827,444,298,146,745,7378,500,783,8421,1187,669,708,6478,2548,559,0,0,2763,292,214,78,686,0,0,0,550764
2015-04-25,0.944,180,246,641,48%,43%,12.13%,11.81%,13.29%,137,51,5318,4,4.9,1402,248,173,75,332,3521,287,383,4006,597,299,335,3007,1240,240,0,0,1336,162,124,38,286,0,0,0,239964
2015-04-26,0.891,174,254,752,50%,48%,10%,10.17%,9.28%,137,51,5374,3.6,4.2,1233,246,205,41,380,3427,268,402,4045,547,349,363,3113,1403,240,0,0,1500,150,123,27,291,0,0,0,261113
2015-04-27,0.997,211,350,1507,46%,39%,10.11%,9.46%,12.11%,180,176,13547,4.1,5.7,4646,496,354,142,916,8883,500,901,10213,1517,831,816,7651,3045,657,0,0,3305,334,236,98,809,0,0,0,698768
2015-04-28,0.788,230,397,1360,44%,38%,10.85%,9.82%,13.85%,214,214,13535,4.4,6.3,4992,535,317,218,942,9019,500,960,10132,1501,852,873,7698,2854,653,0,0,3106,337,227,110,794,0,0,0,714212
2015-04-29,0.786,214,318,1343,44%,41%,10.57%,10.17%,11.74%,466,110,13526,4.4,5.1,4072,534,360,174,990,8638,500,950,9809,1777,899,887,7361,2806,643,0,0,3064,324,231,93,792,0,0,0,656900
