,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2015-11-25,0.476,224,353,1947,45%,45%,13.78%,13.88%,13.46%,7392,2412,43183,10,9,9714,1391,899,492,1522,11174,500,1509,20985,19167,1062,1213,14447,3936,877,51,31,4319,595,450,145,1077,0,0,0,968516
2015-11-26,0.465,214,317,1828,44%,41%,13.37%,13.45%,13.17%,3954,2467,44960,10.8,9.4,10071,1166,802,364,1541,10476,500,1402,20012,22005,1039,1157,13903,3729,821,75,44,4150,555,414,141,1071,0,0,0,890073
2015-11-27,0.459,215,335,1638,46%,41%,13.69%,14%,12.86%,3257,1160,36800,10.3,8,7759,1048,710,338,1265,9081,500,1109,16807,17619,894,912,11611,3224,754,53,22,3564,488,364,124,964,0,0,0,767056
2015-11-28,0.554,230,399,902,49%,46%,14.5%,13.46%,17.71%,4733,3086,16773,9.2,12.4,5509,561,336,225,478,4233,500,545,7533,8217,347,464,5152,1638,343,18,8,1828,265,186,79,446,0,0,0,421159
2015-11-29,0.57,205,275,1025,48%,47%,14.23%,15.04%,11.41%,5718,674,21836,10.2,6.3,3040,602,478,124,597,4965,500,653,9740,10846,486,537,6123,1936,361,19,7,2144,305,250,55,482,0,0,0,439239
2015-11-30,0.493,219,310,2038,45%,45%,14.91%,14.7%,15.56%,51098,1137,97100,21.6,8.2,8836,1540,1013,527,1673,10883,500,1366,71469,22592,1148,1159,37822,4096,853,64,34,4488,669,501,168,1080,0,0,0,980793
2015-12-01,0.5,234,361,2024,44%,42%,16.62%,16.11%,18.08%,5559,799,56032,12.3,9.9,11747,2277,1432,845,1770,14116,500,1661,27324,25277,1252,1341,18652,4116,910,98,48,4573,760,545,215,1189,0,0,0,1070197
2015-12-02,0.552,222,307,2029,45%,43%,17.26%,16.21%,20.2%,3680,272,48885,10.8,7.4,8831,2014,1311,703,1696,12578,500,1541,23467,22181,1165,1264,16221,4041,908,95,47,4518,780,539,241,1193,0,0,0,1003078
2015-12-03,0.457,207,319,1976,46%,43%,14.42%,14.05%,15.49%,3760,1599,43832,10.1,8.4,9499,1461,951,510,1513,10603,500,1241,22044,19034,1019,1057,15596,3850,855,84,35,4319,623,448,175,1130,0,0,0,894374
2015-12-04,0.439,213,281,1842,46%,48%,14.3%,14.24%,14.46%,2777,2229,44794,11.2,8,8332,1444,1035,409,1503,10951,500,1280,21582,20429,1012,1026,14616,3607,800,78,33,3986,570,420,150,1037,0,0,0,848478
2015-12-05,0.558,230,287,1059,51%,55%,16.2%,15.64%,17.88%,5606,161,22052,10.6,5.8,3036,869,591,278,618,5163,500,612,9910,10912,445,513,6769,1824,347,26,12,2080,337,244,93,520,0,0,0,479187
2015-12-06,0.558,193,301,1451,53%,52%,14.22%,14.8%,11.94%,5608,1140,28476,10.3,7.9,4417,855,683,172,818,6034,500,664,12391,14603,583,580,8519,2506,408,23,10,2763,393,326,67,561,0,0,0,531912
2015-12-07,0.435,207,297,2663,46%,40%,16.06%,16.28%,15.46%,4577,1816,57564,9.9,8.1,12600,2410,1590,820,1987,14939,500,1710,27241,26626,1331,1345,19040,5126,1112,116,53,5828,936,695,241,1559,0,0,0,1203999
2015-12-08,0.444,216,312,2430,43%,40%,20.86%,19.88%,23.6%,7508,2954,62684,11.1,9.8,14564,3698,2393,1305,1996,15025,500,1731,31216,27741,1330,1438,22826,4981,1113,189,84,5638,1176,826,350,1483,0,0,0,1220092
2015-12-09,0.607,216,333,2171,45%,44%,16.14%,15.17%,18.68%,5058,3472,54990,11.5,9,11955,2119,1341,778,1833,12215,500,1475,25701,25981,1188,1183,17774,4253,978,115,53,4783,772,525,247,1322,0,0,0,1032623
2015-12-10,0.471,209,297,2203,45%,43%,14.54%,14.01%,15.98%,7582,4274,55150,11.2,9.7,12801,1806,1202,604,1884,12672,500,1497,25967,25802,1272,1292,18571,4428,1017,83,38,4932,717,507,210,1314,0,0,0,1029980
2015-12-11,0.456,222,299,1997,46%,44%,17.46%,17.27%,17.94%,2398,2352,50417,11.5,8.5,10696,2211,1562,649,1748,11898,500,1433,24860,22376,1036,1176,17985,3907,957,128,48,4386,766,540,226,1260,0,0,0,972022
2015-12-12,0.561,228,325,1069,50%,54%,16.92%,16.36%,18.45%,3396,2211,21433,10.1,9,5140,867,580,287,688,5012,500,597,9793,10355,473,481,6615,1871,388,40,20,2128,360,255,105,569,0,0,0,484229
2015-12-13,0.508,175,347,1475,52%,50%,15.61%,15.71%,15.15%,4911,3731,25156,8.9,11.7,6163,1189,893,296,716,5938,500,665,12765,11010,506,556,8560,2596,396,55,22,2819,440,360,80,528,0,0,0,491964
2015-12-14,0.437,219,327,2404,44%,38%,16.71%,16.29%,17.81%,3499,2744,61049,11.2,8.3,12328,2246,1506,740,2148,14176,500,1724,27832,29345,1535,1339,19342,4856,1124,158,67,5453,911,647,264,1482,0,0,0,1191922
2015-12-15,0.485,235,315,2109,44%,40%,15.68%,14.9%,17.82%,5011,580,51667,10.7,7.2,9292,1935,1313,622,2019,12788,500,1834,24725,23089,1258,1381,16784,4374,1022,94,45,4841,759,529,230,1291,0,0,0,1137853
2015-12-16,0.649,243,386,547,47%,51%,12.2%,12.26%,11.95%,4237,3639,29942,25.5,19.7,4460,563,483,80,354,2519,500,314,9922,19352,224,243,5930,1073,177,13,0,1172,143,116,27,226,0,0,0,284627
2015-12-17,0.56,224,342,569,41%,58%,19.65%,21.11%,9.04%,2278,1595,34282,25,13,2150,842,813,29,300,3054,500,305,12982,20695,195,244,9022,1205,117,91,1,1374,270,255,15,166,0,0,0,308103
2015-12-18,0.544,190,301,928,55%,60%,17.94%,18.23%,16.17%,2502,2502,31580,18.8,14.5,3402,988,870,118,335,3285,500,386,12953,17906,203,307,9236,1536,192,81,11,1678,301,263,38,235,0,0,0,318256
2015-12-19,0.536,212,307,870,49%,50%,21.57%,22.14%,19.48%,3039,1066,17039,9.6,7.2,2786,767,586,181,470,3926,500,484,7659,8426,339,410,5301,1604,288,22,11,1776,383,308,75,385,0,0,0,375818
2015-12-20,0.538,243,338,858,49%,47%,18.57%,18.24%,19.63%,6431,739,19230,10.9,7.8,3323,837,619,218,564,4279,500,465,8652,9549,380,405,5885,1580,319,21,11,1766,328,244,84,428,0,0,0,429863
2015-12-21,0.451,192,248,1696,47%,45%,16.07%,15.56%,17.72%,3250,417,34174,9.4,5.6,4790,1418,1004,414,1350,8570,500,1009,16083,15732,809,869,11138,3280,658,62,27,3641,585,433,152,858,0,0,0,700070
2015-12-22,0.432,224,340,1481,42%,38%,21.51%,21.44%,21.71%,4179,4179,39360,11.1,11.9,10697,1991,1356,635,1434,9746,500,1289,20231,16406,940,1053,13975,3232,726,78,38,3561,766,571,195,898,0,0,0,796537
2015-12-23,0.714,248,399,1214,43%,39%,17.84%,17.18%,19.78%,7302,1461,45499,16,12.1,8594,1394,920,474,1054,7535,500,930,30775,12740,744,785,17286,2582,575,93,45,2837,506,365,141,713,0,0,0,704927
2015-12-24,1.059,236,381,771,51%,48%,16.38%,16.2%,16.93%,3872,2493,23007,15.1,15.4,5815,654,429,225,475,3537,500,513,13734,8285,305,405,9520,1395,299,37,13,1520,249,185,64,378,0,0,0,359408
2015-12-25,0.592,242,501,511,53%,60%,13.9%,12.91%,17.11%,12160,12160,15729,16.3,58.6,13350,456,132,324,255,2276,500,229,10717,4528,188,197,9176,874,173,9,7,964,134,95,39,228,0,0,0,233428
2015-12-26,0.973,260,337,603,48%,55%,17.08%,16.23%,19.93%,26511,301,50546,40.5,5.4,1552,456,340,116,412,2761,500,425,43793,5916,271,326,41714,1132,216,18,5,1247,213,156,57,286,0,0,0,324401
2015-12-27,0.497,200,324,811,52%,54%,18.2%,18.74%,16.22%,6612,6612,17831,11.5,23.8,7918,629,488,141,425,3192,500,445,11258,5703,366,367,9247,1409,233,23,6,1555,283,229,54,333,0,0,0,311197
2015-12-28,0.483,236,386,1184,45%,43%,16.54%,16.3%,17.35%,3254,1127,28764,10.9,8.7,5289,1023,722,301,942,6665,500,910,13690,13222,642,734,9866,2384,471,53,19,2630,435,329,106,611,0,0,0,619979
2015-12-29,0.479,208,340,1402,46%,40%,22.54%,23.07%,20.75%,3809,733,30241,9.9,8.2,5667,1678,1292,386,1015,8086,500,974,15700,12552,693,784,11154,2727,536,200,35,3043,686,542,144,694,0,0,0,632481
2015-12-30,0.487,208,328,1179,45%,40%,17.07%,16.25%,19.77%,2640,2640,27725,10.5,11.3,6991,1089,691,398,920,6480,500,850,12915,13040,634,709,9154,2395,495,45,28,2636,450,328,122,617,0,0,0,549406
2015-12-31,0.524,212,372,987,48%,45%,25.05%,24.57%,26.57%,1414,1414,18570,8.9,9.6,4722,1238,801,437,483,4791,500,688,9787,7612,349,570,6922,1915,400,63,38,2076,520,389,131,493,0,0,0,439122
