,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2017-08-03,0.487,195,324,2918,46%,44%,41.81%,40.29%,46%,6363,1512,87528,13.7,6.1,10401,4501,3455,1046,1447,14780,500,2581,42478,41022,1300,2252,29065,5844,1411,54,19,6386,2670,1887,783,1702,0,0,0,1245896
2017-08-04,0.46,208,340,2575,47%,43%,41.65%,40.74%,44.25%,8416,595,79928,14.5,6,8570,3830,3033,797,1157,14106,500,2081,43581,33109,1053,1805,31057,5098,1191,47,17,5517,2298,1663,635,1435,0,0,0,1150014
2017-08-05,0.659,148,201,1333,53%,56%,37.83%,38.4%,35%,9742,2720,37881,15,10.3,4320,1732,1487,245,376,4623,500,786,20370,16349,324,681,14923,2404,357,19,6,2527,956,809,147,420,0,0,0,372958
2017-08-06,0.687,150,163,1415,52%,56%,36.49%,37.2%,32.89%,11584,1174,41825,15.5,5.5,2441,1711,1521,190,417,4569,500,792,23816,16800,367,692,17663,2558,374,9,1,2705,987,840,147,447,0,0,0,406790
2017-08-07,0.492,211,365,2809,47%,44%,41.6%,40.28%,45.56%,12189,570,90192,15,5.8,8773,4287,3396,891,1345,13987,500,2417,43308,43122,1176,2078,29780,5542,1241,39,14,6029,2508,1821,687,1508,0,0,0,1270422
2017-08-08,0.563,195,341,3040,46%,45%,40.65%,39.96%,42.69%,15193,1287,100081,15.2,5.8,9691,4392,3525,867,1363,14413,500,2664,50536,45518,1239,2323,34851,6039,1379,35,13,6585,2677,1962,715,1675,0,0,0,1281209
2017-08-09,0.557,213,375,2751,45%,44%,41.22%,40.26%,43.95%,9670,2248,96087,15.9,6.9,10870,4076,3174,902,1424,14144,500,2481,43850,48332,1259,2174,30217,5565,1276,34,8,6056,2496,1806,690,1570,0,0,0,1290371
2017-08-10,0.582,202,370,2827,46%,45%,41.02%,40.28%,43.32%,10189,4967,94893,15.6,9.7,14372,4336,3320,1016,1330,13641,500,2480,46611,44472,1195,2179,33836,5618,1202,40,16,6085,2496,1857,639,1475,0,0,0,1229743
2017-08-11,0.556,202,333,2478,48%,46%,39.81%,38.82%,42.73%,14225,1568,74810,14.5,6.5,8536,3412,2696,716,872,13172,500,2218,36585,35135,788,1959,24621,4752,1077,32,16,5162,2055,1494,561,1313,0,0,0,1041026
2017-08-12,0.641,160,204,1325,52%,60%,36.73%,37.45%,32.73%,6092,1083,31318,12.2,6.2,2415,1669,1466,203,401,4629,500,732,15207,14978,352,657,10344,2430,328,17,6,2559,940,813,127,388,0,0,0,409291
2017-08-13,0.654,164,151,1328,52%,56%,38.25%,39.04%,33.85%,7054,874,36980,14.4,4.7,1829,1674,1502,172,378,4535,500,717,17801,18084,334,619,13165,2451,323,19,2,2567,982,851,131,387,0,0,0,421366
2017-08-14,0.592,197,407,1743,49%,48%,38.04%,37.81%,38.96%,8632,2999,49345,14,11.5,8151,2374,1924,450,566,8305,500,1560,24874,22345,505,1364,16602,3312,583,18,9,3533,1344,1067,277,711,0,0,0,695202
2017-08-15,0.68,144,186,1742,52%,54%,37.82%,38.05%,36.67%,8647,1387,38513,11.6,6,3249,2159,1876,283,545,6091,500,946,19091,17931,491,824,12853,3134,434,15,5,3326,1258,1060,198,540,0,0,0,478471
2017-08-16,0.645,191,334,2451,46%,43%,40.84%,40.37%,42.27%,16199,1180,74547,14,7.5,9954,3746,3032,714,1114,12493,500,2681,36152,34600,996,2349,24310,4949,1094,26,9,5333,2178,1620,558,1320,0,0,0,1019371
2017-08-17,0.672,187,306,2764,46%,44%,39.63%,38.57%,43.02%,8521,679,82120,13.7,6.8,9682,4179,3392,787,1247,13441,500,2676,40791,37406,1092,2391,28677,5558,1197,41,17,5993,2375,1759,616,1432,0,0,0,1119244
2017-08-18,0.69,191,324,2612,48%,46%,40.24%,39.56%,42.51%,9185,5109,84347,15.5,9.6,11988,3706,3044,662,1134,13818,500,2171,39380,41662,1019,1900,27583,5079,1050,31,13,5425,2183,1652,531,1249,0,0,0,1037224
2017-08-19,0.637,158,218,1378,51%,53%,37.02%,37.12%,36.45%,8794,1489,36352,13.4,8,3240,1828,1584,244,464,4912,500,839,17389,17660,408,720,12307,2584,340,19,7,2715,1005,857,148,406,0,0,0,429922
2017-08-20,0.682,158,255,1351,51%,58%,38.98%,40.49%,31.18%,10064,2865,38114,14.3,11,4778,1875,1600,275,444,4851,500,801,20836,16033,400,715,14296,2512,358,12,5,2658,1036,901,135,433,0,0,0,418799
2017-08-21,0.486,198,332,2854,46%,43%,42.14%,41.75%,43.3%,15657,2622,90758,14.5,7.9,12132,4568,3644,924,1389,15276,500,3115,45273,40981,1244,2704,30622,5827,1304,50,13,6256,2636,1970,666,1538,0,0,0,1238219
2017-08-22,0.472,189,300,2970,45%,44%,42.03%,42.35%,41.02%,10310,1273,97831,14.9,7.2,11544,4610,3724,886,1563,15972,500,3047,48634,44587,1407,2563,33179,6020,1321,48,16,6546,2751,2091,660,1609,0,0,0,1238455
2017-08-23,0.509,182,287,3079,46%,45%,42.23%,41.63%,43.98%,8633,1782,90614,13.6,6.2,10515,4886,3915,971,1563,15566,500,2776,44742,41533,1371,2342,30134,6136,1411,43,17,6654,2810,2065,745,1694,0,0,0,1210456
2017-08-24,0.476,195,323,3046,45%,42%,42.66%,42.18%,44.07%,10612,1106,94695,14.1,6.2,10507,4565,3612,953,1658,14995,500,2788,43687,46562,1442,2336,28418,6157,1414,56,20,6697,2857,2107,750,1702,0,0,0,1309137
2017-08-25,0.476,198,318,2743,46%,45%,40.51%,40.7%,39.96%,7778,1521,84094,14,6.3,9558,4095,3296,799,1388,15027,500,2284,41533,38888,1185,1975,29225,5545,1263,42,17,6023,2440,1833,607,1519,0,0,0,1193271
2017-08-26,0.613,148,185,1311,50%,56%,38.63%,39.69%,32.93%,8103,262,32421,12.3,3.5,1458,1721,1539,182,396,4562,500,801,16471,14753,360,695,11106,2474,342,15,4,2633,1017,880,137,416,0,0,0,389835
2017-08-27,0.583,139,148,1425,49%,59%,42.04%,44.07%,31.3%,17234,3243,33983,11.8,9.3,4289,1916,1680,236,480,4872,500,909,16973,15621,417,797,10573,2734,385,11,2,2888,1214,1070,144,460,0,0,0,401677
2017-08-28,0.521,176,279,3229,46%,45%,41.66%,41.92%,40.86%,5965,2019,89169,12.7,5.4,9476,4714,3828,886,1369,14150,500,2549,43086,42165,1218,2239,29631,6480,1477,53,22,7000,2916,2205,711,1740,0,0,0,1234961
2017-08-29,0.527,175,267,3307,45%,43%,42.22%,42.46%,41.5%,8307,1091,102811,14,4.7,8553,5042,4118,924,1606,15071,500,2750,46937,51518,1389,2399,31727,6822,1531,55,19,7368,3111,2357,754,1817,0,0,0,1287026
2017-08-30,0.504,168,233,3361,45%,45%,42.92%,43.07%,42.47%,5617,986,96427,13,4.3,8078,5193,4204,989,1617,15017,500,2705,47298,44807,1446,2340,32461,6915,1564,52,18,7440,3193,2401,792,1865,0,0,0,1246609
2017-08-31,1.711,176,232,3498,47%,46%,41.32%,41.24%,41.55%,7136,2050,95902,12.8,4.9,8906,4988,4039,949,1658,14611,500,2444,46448,45352,1467,2170,31598,6953,1541,49,19,7505,3101,2341,760,1829,0,0,0,1319062
2017-09-01,0.774,171,234,2796,45%,44%,41.19%,40.63%,42.87%,21529,1461,85847,13.8,5.2,8202,4267,3441,826,1373,13701,500,2241,41120,41113,1195,1916,27394,5781,1324,54,21,6239,2570,1894,676,1577,0,0,0,1064232
2017-09-02,0.631,154,182,1400,50%,58%,40.02%,41.49%,32.85%,12662,1675,35061,12.4,6.4,3061,1879,1654,225,559,4945,500,895,17962,15645,464,779,11760,2670,405,10,3,2826,1131,973,158,481,0,0,0,434060
2017-09-03,0.567,148,199,1562,49%,58%,41.26%,42.05%,36.73%,23564,1959,41916,13.2,7.3,3446,2158,1912,246,571,5793,500,1073,21842,18430,501,937,14387,3030,407,14,6,3180,1312,1139,173,471,0,0,0,469071
2017-09-04,0.495,168,243,3409,46%,47%,40.19%,40.07%,40.54%,15735,2384,102008,13.8,6.1,10755,4746,3808,938,1717,14838,500,2555,47595,50141,1528,2252,31013,6892,1477,48,18,7418,2981,2265,716,1766,0,0,0,1245442
2017-09-05,0.482,183,250,3695,45%,44%,40.96%,39.99%,44.06%,15226,1906,134453,16.5,5.4,10476,5066,3970,1096,1837,16704,500,2807,69900,59909,1584,2446,52460,7540,1614,51,16,8140,3334,2484,850,1929,0,0,0,1487377
2017-09-06,0.473,176,269,3440,45%,43%,42.23%,41.96%,43.1%,10579,1884,107511,13.9,6,11163,5473,4340,1133,1846,16251,500,2586,50876,52203,1617,2250,35152,7121,1554,58,22,7707,3255,2456,799,1854,0,0,0,1355094
2017-09-07,0.479,162,240,3549,46%,47%,39.9%,39.89%,39.92%,11180,5177,108469,14.2,6.7,12431,4960,4026,934,1586,15263,500,2493,52978,51412,1410,2179,37601,7117,1585,59,24,7657,3055,2318,737,1846,0,0,0,1243300
2017-09-08,0.457,172,240,2993,45%,44%,40.34%,40.1%,41.08%,13462,1136,117692,17.6,4.9,8188,4660,3775,885,1511,15582,500,2295,57300,56586,1310,1983,42860,6204,1387,56,20,6703,2704,2022,682,1660,0,0,0,1149991
2017-09-09,0.74,157,196,1492,49%,54%,38.14%,39.12%,33.4%,9360,1702,48779,15.9,6.6,3503,2225,1932,293,563,5784,500,953,27121,20142,489,819,18791,2890,454,22,8,3060,1167,991,176,527,0,0,0,479903
2017-09-10,0.698,157,266,1762,49%,53%,38.46%,38.57%,37.9%,10807,3690,51642,14.5,10.2,6050,2385,2031,354,648,6792,500,1145,25805,24044,558,1004,17894,3378,497,15,5,3570,1373,1149,224,591,0,0,0,559132
2017-09-11,0.628,182,248,3607,44%,43%,41.32%,40.95%,42.45%,6485,707,111276,13.6,5,9999,5533,4409,1124,2066,17450,500,2819,52208,54183,1787,2468,34886,7521,1653,61,21,8183,3381,2526,855,2014,0,0,0,1489549
2017-09-12,0.494,169,214,3786,46%,44%,40.8%,39.98%,43.3%,11355,593,113734,13.7,4.8,9842,5631,4469,1162,1826,17220,500,2721,52665,56522,1600,2360,35649,7661,1719,63,21,8308,3390,2498,892,2060,0,0,0,1407980
2017-09-13,0.495,176,239,3816,46%,44%,41.53%,40.73%,43.96%,9229,853,114230,13.8,4.4,9045,5603,4466,1137,1785,16786,500,2704,50655,59086,1565,2364,34021,7636,1710,56,20,8291,3443,2544,899,2045,0,0,0,1462064
2017-09-14,0.488,174,256,3686,45%,44%,40.97%,39.61%,45.19%,9464,721,119613,14.6,4.9,9757,5642,4482,1160,1746,17527,500,2779,54132,60956,1542,2428,37425,7580,1663,60,22,8196,3358,2456,902,1996,0,0,0,1428794
2017-09-15,0.463,199,229,3260,45%,46%,40.91%,40.72%,41.46%,12985,868,117472,16.3,4.6,8291,5009,3997,1012,1718,18009,500,2391,57676,55687,1460,2086,39864,6658,1507,62,19,7197,2944,2196,748,1804,0,0,0,1429561
2017-09-16,0.606,156,177,1582,49%,54%,38.08%,38.43%,36.14%,13953,3622,45540,14.2,10.5,5103,2075,1821,254,557,6106,500,886,23579,20518,494,769,17211,3039,427,16,1,3209,1222,1046,176,487,0,0,0,500507
2017-09-17,0.606,142,192,1964,50%,51%,42.94%,43.82%,37.97%,15117,464,53613,13.7,4.8,2858,2773,2473,300,714,7736,500,1284,26438,25177,630,1127,17872,3741,503,19,6,3926,1686,1462,224,590,0,0,0,558509
2017-09-18,0.842,190,298,7576,39%,44%,33.55%,32.47%,39.94%,26061,3982,238635,12.4,6.1,17092,9287,7779,1508,7267,38053,500,7480,121093,102794,5758,6524,59958,18185,2360,97,38,19214,6447,5332,1115,2792,0,0,0,3653308
2017-09-19,0.534,181,278,5988,41%,44%,35.52%,34.61%,39.64%,17313,1084,181536,12.5,4.5,11856,7662,6368,1294,4603,28033,500,5432,86027,85474,3883,4801,48177,13677,2217,83,25,14517,5156,4121,1035,2611,0,0,0,2620634
2017-09-20,0.637,186,245,4463,44%,46%,38.5%,38.16%,39.66%,13854,1339,135430,13.3,4.6,10784,6206,5005,1201,2768,21511,500,3645,64891,64126,2394,3166,41708,9481,1954,61,20,10204,3929,3006,923,2327,0,0,0,1894062
2017-09-21,0.573,181,277,4211,44%,45%,39.6%,39.03%,41.44%,6811,1269,132020,13.8,5.2,11661,6103,4880,1223,2407,20950,500,3440,60718,65455,2087,2973,40261,8866,1850,76,32,9556,3784,2855,929,2242,0,0,0,1730949
2017-09-22,0.816,181,257,3637,43%,45%,38.95%,39.03%,38.69%,8134,1905,114857,13.4,4.9,9622,5180,4265,915,2489,18992,500,3080,53357,55930,2092,2682,33605,7949,1626,46,19,8554,3332,2576,756,1954,0,0,0,1548142
2017-09-23,0.595,143,198,1738,48%,54%,39.27%,40.12%,34.44%,18357,1711,47541,13.1,6.4,3459,2299,2029,270,655,6590,500,1188,22678,23020,583,1027,14565,3479,465,16,5,3641,1430,1243,187,543,0,0,0,519806
2017-09-24,0.632,144,218,2036,48%,54%,39.35%,39.68%,37.52%,11468,3668,56073,13.3,9.4,6042,2839,2488,351,904,7706,500,1313,25317,28539,782,1123,16806,3993,542,19,5,4216,1659,1417,242,645,0,0,0,605876
2017-09-25,0.479,187,264,4575,45%,44%,41.17%,40.79%,42.38%,9994,654,138479,13.6,4.4,10626,6790,5489,1301,2384,21419,500,3424,61151,71520,2071,3018,40539,9464,2037,73,22,10197,4198,3177,1021,2409,0,0,0,1904008
2017-09-26,0.631,176,236,4327,44%,43%,41.78%,41.51%,42.63%,9123,748,143411,14.5,4.4,10554,6668,5411,1257,2314,21384,500,3407,62098,75592,2039,3025,42549,9148,2032,61,19,9894,4134,3104,1030,2416,0,0,0,1744364
2017-09-27,0.508,169,243,4512,45%,42%,40.31%,39.23%,43.74%,12122,686,137173,13.8,4.4,10485,6617,5260,1357,2330,20944,500,3269,58081,73493,2010,2860,37159,9227,1963,51,15,9949,4010,2972,1038,2373,0,0,0,1677728
2017-09-28,0.523,190,260,4175,45%,45%,41.16%,41.23%,40.91%,19040,867,148588,16.1,4.4,9551,6195,5088,1107,2170,20239,500,3236,76125,67057,1934,2782,55260,8557,1848,56,16,9228,3798,2914,884,2161,0,0,0,1755119
2017-09-29,0.495,183,260,3560,45%,45%,41.31%,41.22%,41.57%,10611,692,115161,14.5,4.4,9156,5235,4191,1044,1828,18246,500,2634,52489,58210,1623,2336,35888,7305,1735,69,17,7930,3276,2418,858,2064,0,0,0,1451291
2017-09-30,0.557,151,194,2093,49%,50%,40.63%,40.83%,39.51%,14653,363,57809,13.6,3.9,2585,2756,2424,332,682,7981,500,1284,27083,28760,600,1130,17704,4046,561,20,4,4253,1728,1468,260,658,0,0,0,641038
2017-10-01,0.525,164,206,2349,50%,52%,40.13%,41.49%,32.84%,15507,2802,64096,13.5,6.7,5022,3029,2706,323,820,9090,500,1454,30598,31224,728,1266,20103,4491,630,15,6,4742,1903,1658,245,746,0,0,0,779557
2017-10-02,0.505,189,262,4669,44%,43%,42.07%,41.35%,44.13%,12953,4921,154416,14.6,5.8,15814,7190,5701,1489,2465,22551,500,3719,72811,75421,2161,3251,48799,9628,2226,83,25,10545,4436,3238,1198,2715,0,0,0,1991004
2017-10-03,0.588,191,275,5019,44%,43%,39.8%,38.83%,42.76%,7136,1067,158831,14.1,4.8,13392,7030,5486,1544,2712,24423,500,3834,73536,78749,2349,3389,44584,10407,2376,76,28,11298,4497,3296,1201,2809,0,0,0,2158219
2017-10-04,0.563,181,250,4734,45%,45%,39.55%,38.99%,41.21%,16060,611,143951,13.6,4.6,12220,6721,5321,1400,2434,23295,500,3767,68460,69290,2145,3321,42627,9718,2245,78,31,10561,4177,3073,1104,2679,0,0,0,1916715
2017-10-05,0.647,186,238,4669,45%,44%,40.51%,39.66%,42.96%,6895,872,141847,13.7,4.4,11796,6696,5253,1443,2731,22753,500,3473,68141,67502,2364,3001,46566,9400,2202,93,32,10369,4201,3053,1148,2672,0,0,0,1927184
2017-10-06,0.565,178,238,3959,45%,45%,41.52%,40.98%,43.08%,442,77,29687,3.4,3.6,8212,4532,3341,1191,2074,21244,500,3037,21929,2647,1809,2633,16538,8117,1909,45,27,8805,3656,2675,981,2277,0,0,0,1567283
2017-10-07,0.61,136,236,1911,49%,53%,41.22%,41.48%,39.97%,144,144,10626,2.7,3.4,2275,2034,1701,333,688,7493,480,1276,7849,813,615,1101,6019,3669,547,12,5,3911,1612,1343,269,673,0,0,0,533614
2017-10-08,0.625,131,201,2184,48%,51%,42.1%,42.16%,41.83%,78,78,12594,2.8,3.5,2862,2464,2016,448,836,8882,500,1396,9246,1116,717,1213,7155,4234,674,12,6,4520,1903,1560,343,820,0,0,0,593569
2017-10-09,0.65,183,279,4705,45%,43%,41.99%,41.06%,44.76%,102,102,33426,3.2,4,10499,5423,3981,1442,2588,22839,500,3759,23723,3356,2246,3288,17886,9714,2201,56,39,10513,4414,3232,1182,2641,0,0,0,1927260
2017-10-10,0.607,173,251,4618,44%,44%,41.33%,40.54%,43.65%,125,96,33356,3.2,3.9,10440,5251,3864,1387,2543,22839,500,3715,23792,3306,2216,3272,17942,9623,2204,46,23,10397,4297,3142,1155,2646,0,0,0,1794055
2017-10-11,0.517,164,235,4526,45%,46%,40.93%,40.53%,42.14%,205,116,30888,3.1,3.8,9455,4979,3668,1311,2415,21214,500,3416,22085,2972,2114,2954,16745,9236,2089,39,29,9965,4079,3025,1054,2501,0,0,0,1637952
2017-10-12,0.524,171,240,4476,45%,46%,41.55%,41.52%,41.62%,147,135,31831,3.2,3.8,9541,5043,3780,1263,2337,21718,500,3470,22574,3450,2047,3079,16944,9262,2156,45,28,9988,4150,3094,1056,2537,0,0,0,1708282
2017-10-13,0.483,171,231,3929,45%,46%,41.85%,41.62%,42.52%,3753,127,50244,5.7,3.9,8709,4673,3535,1138,2045,21284,500,3087,29244,15868,1790,2713,21418,8133,1894,51,29,8753,3663,2705,958,2253,0,0,0,1500710
2017-10-14,0.54,168,229,2047,49%,51%,39.51%,39.25%,40.74%,9543,994,62413,14.8,5.5,4042,2789,2415,374,741,8372,500,1362,28773,31537,641,1195,19107,3963,626,19,7,4217,1666,1369,297,729,0,0,0,707747
2017-10-15,0.621,156,225,2121,49%,52%,41.18%,41.99%,37.32%,34114,1310,69503,16,5.6,4187,2934,2561,373,814,8957,500,1449,31764,35476,702,1249,20260,4091,622,20,7,4347,1790,1509,281,753,0,0,0,677636
2017-10-16,0.552,192,264,5067,45%,45%,40.39%,39.94%,41.86%,9450,1784,175014,15.4,5,13648,7294,5839,1455,2512,24249,500,3970,84104,84428,2196,3494,58321,10510,2294,68,28,11368,4592,3456,1136,2714,0,0,0,2180351
2017-10-17,0.554,179,268,4991,44%,43%,43.05%,42.55%,44.64%,12579,1802,166428,14.5,4.8,13333,7671,6105,1566,2894,24976,500,4034,76657,82841,2498,3562,48969,10607,2361,91,41,11453,4931,3693,1238,2773,0,0,0,2055611
2017-10-18,0.518,187,254,4668,44%,43%,42.39%,42.07%,43.37%,7389,849,155643,14.6,4.7,12276,7332,5917,1415,2408,23503,500,3795,69528,79912,2141,3305,47138,9835,2211,96,39,10671,4523,3385,1138,2624,0,0,0,1996851
2017-10-19,0.517,179,255,4615,45%,45%,41.62%,40.9%,43.71%,13581,820,149740,14.5,4.5,11909,7026,5625,1401,2481,22330,500,3634,68575,75050,2155,3196,45944,9522,2214,70,28,10346,4306,3152,1154,2640,0,0,0,1847758
2017-10-20,0.708,192,248,3730,44%,45%,41%,40.55%,42.29%,20426,997,155729,18.5,4.6,9796,5638,4506,1132,1909,19658,500,2964,91389,59467,1671,2567,60860,7781,1800,69,22,8430,3456,2548,908,2147,0,0,0,1620578
2017-10-21,1.049,186,279,2050,49%,51%,42.18%,42.6%,40.09%,24909,7578,104246,25,15,10396,2782,2396,386,755,8020,500,1312,77978,24201,654,1151,41475,3934,580,20,5,4170,1759,1482,277,691,0,0,0,775466
2017-10-22,1.003,166,242,2820,51%,52%,51.79%,53.35%,42.44%,32877,3248,122699,22.2,8.1,6340,4371,3921,450,911,10648,500,1843,89007,30938,787,1618,44205,5231,674,20,7,5516,2857,2523,334,787,0,0,0,917163
2017-10-23,2.378,189,253,4560,45%,45%,43.97%,43.95%,44%,11691,3015,132002,13.1,4.9,12658,6022,4637,1385,2391,21214,500,3654,95914,30043,2057,3188,57331,9240,2158,57,28,10042,4415,3274,1141,2593,0,0,0,1902011
2017-10-24,2.294,193,271,4460,45%,44%,42.64%,42.31%,43.59%,15793,1653,148096,14.8,5.1,13283,5943,4560,1383,2362,21433,500,3496,101730,40508,2071,3063,60648,9184,2156,60,19,10010,4268,3142,1126,2583,0,0,0,1932933
2017-10-25,3.941,203,269,3862,46%,45%,41.3%,41.27%,41.38%,20818,2340,128143,15.2,4.7,10335,4825,3742,1083,1866,17376,500,2871,94390,29016,1647,2494,54912,7723,1827,64,27,8417,3476,2566,910,2199,0,0,0,1706916
2017-10-26,10.496,227,326,3813,46%,44%,40.97%,40.58%,42.01%,12174,1435,162118,19.5,4.5,10191,4973,3801,1172,2006,16232,500,2677,118190,39245,1713,2308,69305,7545,1864,81,30,8320,3409,2450,959,2283,0,0,0,1886955
2017-10-27,3.674,204,287,3560,46%,46%,40.61%,40.2%,41.78%,13084,2298,182017,23.4,5.9,11984,5006,3933,1073,1797,17470,500,2583,126427,51210,1537,2230,78650,7144,1692,90,32,7784,3161,2315,846,2025,0,0,0,1587068
2017-10-28,0.692,168,213,1789,49%,54%,40.03%,40.84%,36.25%,19387,1940,79570,21.8,6.4,4079,2452,2135,317,656,7208,500,1153,53301,24460,571,1012,35638,3450,521,23,1,3652,1462,1230,232,640,0,0,0,614716
2017-10-29,0.746,178,251,2167,48%,49%,40.46%,40.5%,40.24%,10738,4162,95273,21.2,9.5,7131,2987,2555,432,848,8872,500,1434,62241,30750,749,1251,45218,4221,626,21,1,4486,1815,1512,303,753,0,0,0,797952
2017-10-30,1.689,183,260,3929,44%,43%,41.9%,40.42%,46.31%,19581,5666,170553,19.2,6.9,15328,5978,4583,1395,2117,18689,500,2994,101369,64073,1876,2639,70364,8230,1887,60,18,8878,3720,2686,1034,2233,0,0,0,1629009
2017-10-31,1.615,196,274,3883,45%,43%,42.31%,41.2%,45.53%,16455,5053,170121,19.8,7.1,15551,5947,4580,1367,2068,17943,500,2952,101841,63260,1811,2566,71248,7922,1839,65,23,8612,3644,2640,1004,2205,0,0,0,1683886
2017-11-01,0.872,173,244,2395,48%,49%,41.32%,40.92%,42.96%,14983,2552,106342,21.2,6.4,6301,3558,2950,608,1011,10106,500,1588,64503,39240,900,1412,44417,4669,802,32,7,5012,2071,1650,421,980,0,0,0,866020
2017-11-02,1.35,181,264,4352,47%,45%,41.35%,40.29%,44.58%,15284,3333,172368,18.5,6.6,15165,6256,4813,1443,2084,18968,500,3033,106957,60294,1861,2669,70369,8576,1901,66,26,9325,3856,2831,1025,2299,0,0,0,1687696
2017-11-03,1.448,176,248,3902,47%,46%,41.14%,40.13%,44.04%,13086,3814,152997,18.4,6,12869,5518,4336,1182,1912,18321,500,2629,91421,57035,1716,2321,62377,7638,1769,60,20,8309,3418,2475,943,2141,0,0,0,1461134
2017-11-04,0.818,177,239,2223,50%,52%,39.87%,39.94%,39.56%,15267,2238,91756,20.6,6.4,4980,2876,2475,401,818,8624,500,1315,59506,30117,708,1158,38482,4195,670,22,1,4444,1772,1465,307,776,0,0,0,785632
2017-11-05,0.763,160,216,2405,49%,51%,40.17%,40.36%,39.22%,20030,2688,116429,23.5,7.2,5939,3398,2916,482,901,9885,500,1575,77723,36230,801,1388,52936,4652,692,26,5,4951,1989,1667,322,821,0,0,0,790592
2017-11-06,1.843,200,278,4795,46%,45%,39.93%,39.2%,42.12%,21216,1840,201313,19.5,5.3,13796,6772,5385,1387,2191,22179,500,3424,123946,71752,1927,2956,84188,9594,2188,83,36,10343,4130,3035,1095,2600,0,0,0,2066075
2017-11-07,1.839,188,269,4815,45%,42%,43.64%,43.46%,44.23%,17924,1238,212256,19.6,5.2,13295,7744,6315,1429,2522,23190,500,3917,121836,83981,2235,3241,83740,10061,2161,75,30,10815,4720,3589,1131,2557,0,0,0,2032698
2017-11-08,1.809,191,266,4710,45%,43%,41.37%,40.81%,43.06%,16535,3278,201256,19.3,5.6,14363,7235,5840,1395,2396,22417,500,3515,120151,75194,2139,3036,79655,9655,2142,80,27,10441,4319,3214,1105,2566,0,0,0,1992250
2017-11-09,1.63,186,268,4382,47%,47%,40.94%,41.01%,40.73%,15006,1953,185241,19.9,5,11500,6161,4972,1189,1958,19632,500,3156,112530,67597,1717,2734,74154,8538,1915,62,21,9297,3806,2872,934,2293,0,0,0,1724720
2017-11-10,1.872,190,254,4091,45%,45%,42.62%,41.74%,45.14%,11248,1739,170383,18.8,5.2,12257,6283,4917,1366,2148,20429,500,2975,102287,62973,1860,2607,68115,8418,2000,66,34,9083,3871,2816,1055,2337,0,0,0,1730119
2017-11-11,0.779,155,234,2293,48%,50%,40.68%,40.75%,40.34%,13023,2033,100094,21.1,7.3,5976,3293,2827,466,858,9390,500,1584,60883,36769,759,1341,40146,4492,714,27,4,4742,1929,1597,332,823,0,0,0,734692
2017-11-12,0.777,163,265,2559,49%,47%,40.81%,41.01%,39.87%,16798,2017,115546,22,6.2,5714,3653,3167,486,1003,10509,500,1737,74917,37889,884,1506,49367,4955,797,23,4,5263,2148,1778,370,928,0,0,0,859177
2017-11-13,2.191,204,287,4939,45%,44%,41.92%,41.44%,43.34%,18141,789,211557,19.4,4.4,12107,7295,5831,1464,2552,22995,500,3559,126154,79292,2197,3141,85460,10011,2322,81,36,10911,4574,3383,1191,2748,0,0,0,2220437
2017-11-14,2.657,202,289,4829,46%,44%,42%,41.68%,42.96%,11952,914,192840,18.2,5,13222,7061,5667,1394,2480,22606,500,3827,110312,76221,2168,3286,76746,9758,2253,76,31,10575,4442,3295,1147,2670,0,0,0,2132090
2017-11-15,2.597,199,298,5068,44%,44%,40.79%,40.44%,41.89%,20590,3918,214769,18.6,5.5,15625,7792,6175,1617,2844,24631,500,3993,130573,77359,2549,3491,88611,10573,2327,83,31,11532,4704,3524,1180,2817,0,0,0,2289271
2017-11-16,2.419,194,259,4892,47%,48%,40.89%,41.05%,40.43%,26257,6379,193699,18.4,6.4,17377,6984,5506,1478,2296,21621,500,3416,111612,76375,2014,3038,77780,9710,2299,82,34,10512,4298,3198,1100,2721,0,0,0,2036820
2017-11-17,2.055,207,289,4212,45%,45%,40.6%,40.34%,41.32%,6064,3299,154629,16.4,5.4,13459,4893,3596,1297,2183,22287,500,3259,86058,63129,1890,2785,66729,8610,2084,78,33,9413,3822,2789,1033,2500,0,0,0,1945001
2017-11-18,0.987,169,229,2313,49%,52%,38.53%,38.83%,37.28%,18990,3044,106033,22.4,9.1,8182,2473,2018,455,801,9119,500,1434,64316,39482,713,1252,44175,4432,771,28,14,4731,1823,1489,334,896,0,0,0,799835
2017-11-19,0.965,158,244,2629,49%,50%,41.39%,42.14%,38.03%,20750,1786,105155,19.7,6.1,5960,2944,2472,472,976,10466,500,1651,60999,41529,868,1450,39411,5024,804,17,5,5351,2215,1845,370,973,0,0,0,843708
