date,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2016-01-01,0.521,205,249,775,51%,53%,25.13%,24.19%,28.66%,3484,451,12857,8.4,6.1,1968,747,553,194,397,3311,500,545,6499,5416,241,445,4670,1390,238,25,11,1528,384,292,92,321,0,0,0,313636
2016-01-02,0.464,235,458,979,49%,45%,25.1%,23.58%,30.75%,2100,2100,15826,7.9,11.8,5040,1431,956,475,507,5334,500,639,9780,4900,357,517,6725,1849,331,92,53,2008,504,373,131,426,0,0,0,471277
2016-01-03,0.459,232,346,1169,45%,43%,30.66%,28.55%,38.15%,1202,242,25943,9.9,8.5,4901,3183,2043,1140,676,7337,500,782,14321,10164,472,658,10254,2381,449,205,83,2616,802,583,219,574,0,0,0,605874
2016-01-04,0.435,257,372,2238,42%,37%,24.36%,22.92%,28.31%,1851,283,56875,10.7,8,11259,4088,2547,1541,1879,15891,500,1889,30239,22868,1291,1458,20999,4730,1100,267,124,5304,1292,892,400,1413,0,0,0,1362364
2016-01-05,0.453,231,342,2327,44%,41%,20.97%,18.71%,27.16%,5513,310,55917,10.5,7.2,10189,3523,1977,1546,1888,14641,500,1835,28542,23652,1290,1503,19421,4742,1093,201,104,5312,1114,728,386,1421,0,0,0,1228148
2016-01-06,0.483,215,344,1995,45%,43%,16.03%,15.17%,18.39%,4149,1332,47247,10.6,6.8,8113,1530,986,544,1705,11382,500,1560,23496,20486,1211,1242,15690,4036,925,53,26,4453,714,495,219,1191,0,0,0,959309
2016-01-07,0.431,225,357,2003,43%,39%,15.99%,14.65%,19.67%,5188,2296,55567,12,9.7,11881,1605,1032,573,1722,12807,500,1741,28604,23500,1172,1416,19892,4187,1001,68,32,4629,740,498,242,1230,0,0,0,1042637
2016-01-08,0.464,214,319,1858,46%,45%,14.57%,14.6%,14.49%,2953,2051,42041,10.3,8.1,9066,1219,811,408,1566,10363,500,1322,21700,17453,1036,1119,14762,3651,859,46,29,4064,592,430,162,1118,0,0,0,871073
2016-01-09,0.55,219,288,926,50%,56%,15.6%,15.56%,15.75%,5361,3045,19296,10.4,11.9,5007,569,410,159,536,4492,500,678,8678,9404,372,518,5616,1704,323,16,10,1859,290,224,66,419,0,0,0,407226
2016-01-10,0.552,185,327,1100,50%,51%,15.34%,15.38%,15.19%,3759,2339,20324,9.2,10.1,4006,530,426,104,550,4418,500,616,8914,10244,412,503,5720,2065,328,14,5,2203,338,278,60,395,0,0,0,408437
2016-01-11,0.457,212,334,2072,43%,41%,13.98%,13.95%,14.07%,5539,5539,49506,10.3,11.6,13174,1302,947,355,1920,12091,500,1755,22823,23008,1380,1406,14984,4420,916,40,22,4814,673,513,160,1137,0,0,0,1021556
2016-01-12,0.488,194,294,2275,44%,43%,12.72%,13.25%,11.12%,7073,3044,57887,11.2,7.4,9448,1247,1011,236,1968,12434,500,1635,30961,23323,1450,1378,21716,4703,1035,44,22,5171,658,516,142,1277,0,0,0,1003902
2016-01-13,0.472,213,308,2042,44%,43%,12.58%,12.89%,11.61%,9726,7458,65052,14,12.4,14241,1107,821,286,1934,11289,500,1465,37619,24034,1310,1226,29399,4260,928,39,17,4660,586,453,133,1146,0,0,0,990278
2016-01-14,0.446,194,324,2064,46%,41%,12.49%,13.18%,10.5%,11811,11811,58306,12.9,16.6,19460,1045,787,258,1635,10946,500,1574,34533,20564,1166,1265,27700,4142,925,58,34,4532,566,443,123,1171,0,0,0,878336
2016-01-15,0.457,206,325,1998,47%,43%,12.15%,12.48%,11.1%,4568,3346,55006,12.9,11.8,11974,1056,837,219,1576,12701,500,1253,32717,19460,1051,1007,26301,3916,821,47,25,4280,520,407,113,1018,0,0,0,882435
2016-01-16,0.62,195,284,1119,51%,54%,11.51%,11.98%,9.92%,6659,949,20961,9.6,6.1,2995,419,339,80,662,4830,500,559,9246,10494,465,453,6042,1992,374,10,5,2189,252,203,49,494,0,0,0,427054
2016-01-17,0.583,180,317,1233,51%,49%,12.75%,12.86%,12.33%,7415,7415,24175,9.9,20.1,10109,604,428,176,728,5025,500,713,10439,12295,510,569,7213,2245,398,23,8,2432,310,248,62,503,0,0,0,438180
2016-01-18,0.521,203,310,2226,44%,42%,13.03%,13.43%,11.84%,4122,1859,53955,10.5,8,10094,1411,1118,293,2068,12653,500,1748,25579,24560,1382,1409,17891,4670,1024,41,21,5117,667,517,150,1267,0,0,0,1040098
2016-01-19,0.421,220,319,2343,43%,43%,11.93%,11.69%,12.71%,6146,6146,61752,11.4,11,14094,1357,1016,341,2405,14400,500,1936,28781,28630,1599,1509,17841,4948,1048,47,22,5406,645,482,163,1282,0,0,0,1191880
2016-01-20,0.451,201,264,2226,45%,43%,12.53%,12.86%,11.43%,5477,379,52037,10.5,6.1,6969,1390,1193,197,2173,12010,500,1646,24360,23858,1310,1310,16754,4549,926,47,22,4963,622,492,130,1137,0,0,0,996328
2016-01-21,0.478,204,320,2137,45%,44%,11.98%,12.56%,10.09%,6901,3914,50267,10.5,10,11236,1166,918,248,2083,12076,500,1702,23387,23095,1411,1336,15880,4397,901,46,21,4790,574,461,113,1120,0,0,0,975928
2016-01-22,0.442,209,321,2016,45%,41%,11.52%,11.73%,10.83%,4513,3297,49854,11,9.8,10328,1214,953,261,1912,13247,500,1567,24366,22009,1279,1303,17203,4117,834,38,13,4523,521,407,114,1053,0,0,0,943370
2016-01-23,0.522,191,295,992,49%,51%,12.83%,12.31%,14.75%,8143,4636,19819,9.8,15.2,6609,561,387,174,611,4438,500,588,8682,9938,451,470,5672,1852,331,11,7,2026,260,196,64,434,0,0,0,387759
2016-01-24,0.502,199,381,1080,49%,49%,13.17%,13.38%,12.36%,7335,5686,23124,10.5,17.7,7892,545,431,114,740,4592,500,671,11554,10159,536,543,7337,2040,344,10,5,2209,291,236,55,445,0,0,0,440684
2016-01-25,0.483,194,319,2295,45%,41%,11.36%,11.47%,10.99%,5741,2460,52864,10.4,8,9275,1069,841,228,2170,11752,500,1817,23984,24893,1388,1348,16468,4678,945,46,21,5072,576,448,128,1165,0,0,0,982697
2016-01-26,0.443,202,326,2353,44%,39%,12.9%,13.27%,11.71%,7561,1344,58761,11.1,7.4,9204,1216,977,239,2243,13724,500,1991,27572,26955,1489,1581,16342,4894,1017,39,20,5317,686,540,146,1247,0,0,0,1072207
2016-01-27,0.485,192,326,2709,49%,44%,20.31%,22.16%,13.48%,6605,6605,56314,10.2,11.3,13263,1785,1403,382,1976,12830,500,1758,26882,25698,1352,1448,18414,5115,970,41,18,5495,1116,958,158,1172,0,0,0,1054381
2016-01-28,0.513,195,292,2437,46%,43%,16.24%,17.05%,13.5%,6935,6935,51942,9.8,11.7,14091,1427,1087,340,1736,13080,500,1894,24364,23948,1211,1514,16061,4885,1000,51,22,5288,859,696,163,1207,0,0,0,1030862
2016-01-29,0.416,220,327,2086,45%,41%,16.62%,17.6%,13.36%,5246,3418,53335,11.6,9.9,10534,1362,1106,256,1637,14332,500,1633,25981,24084,1154,1283,17804,4246,877,38,15,4603,765,623,142,1063,0,0,0,1010373
2016-01-30,0.551,197,401,1088,49%,50%,15.63%,15.9%,14.43%,10229,10229,21443,9.6,29.6,11917,584,414,170,636,4336,500,699,8405,11703,457,580,5577,2108,344,14,7,2226,348,290,58,402,0,0,0,437565
2016-01-31,0.52,199,309,1211,47%,50%,17.4%,17.7%,16.07%,6316,3365,25821,10.1,12.6,5975,814,644,170,786,6038,500,900,11174,12961,531,722,7388,2362,379,15,7,2552,444,368,76,473,0,0,0,506995
2016-02-01,0.452,202,289,2296,44%,41%,14.16%,14.35%,13.58%,4715,790,55454,10.7,6.5,8005,1307,1015,292,1805,12455,500,1906,25975,25768,1248,1480,15360,4798,1013,42,24,5203,737,570,167,1230,0,0,0,1050574
2016-02-02,0.487,189,270,2566,46%,42%,17.81%,16.71%,21.03%,3354,438,53889,9.7,5.7,8011,1965,1421,544,1991,13718,500,1774,25130,24994,1362,1508,16132,5073,1143,54,26,5577,993,695,298,1417,0,0,0,1056813
2016-02-03,0.474,210,335,2149,45%,42%,13.73%,14.15%,12.49%,4710,2988,48088,10,8.2,9865,1095,782,313,1789,11421,500,1548,21036,23715,1241,1289,13545,4412,979,39,20,4807,660,509,151,1209,0,0,0,1008383
2016-02-04,0.48,203,286,2091,44%,44%,13.61%,13.83%,12.94%,12866,3143,63245,13.3,8.6,10168,1215,936,279,1824,11610,500,1732,34076,25613,1199,1431,26840,4362,964,54,28,4746,646,493,153,1182,0,0,0,965593
2016-02-05,0.476,219,341,1755,46%,43%,11.83%,12.25%,10.57%,13209,1750,61521,16,8.4,8115,788,618,170,1203,10854,500,1437,42011,16870,822,1129,36134,3543,804,50,28,3838,454,352,102,965,0,0,0,841334
2016-02-06,0.553,206,235,922,48%,53%,16.44%,16.9%,14.29%,6647,956,17806,9.4,6.4,2141,523,434,89,492,3991,500,615,7506,9193,372,512,4971,1772,284,12,2,1904,313,265,48,336,0,0,0,392363
2016-02-07,0.555,220,357,1061,49%,52%,15.82%,16.04%,14.82%,5969,1966,24072,11.1,10.9,4348,616,500,116,545,5337,500,725,9788,13014,439,612,6443,2028,326,14,5,2175,344,285,59,398,0,0,0,477997
2016-02-08,0.567,225,325,2089,42%,40%,12.72%,12.95%,12%,13710,2287,78748,16,9.2,11020,1265,929,336,1776,13118,500,1990,47546,27436,1270,1579,39479,4512,999,49,22,4922,626,482,144,1200,0,0,0,1105744
2016-02-09,0.473,209,329,2171,44%,41%,11.4%,11.35%,11.55%,5392,5392,51786,10.4,12,14066,1224,888,336,1936,12871,500,1999,25054,22797,1404,1557,16501,4548,938,33,15,4973,567,431,136,1177,0,0,0,1040569
2016-02-10,0.442,252,380,2090,44%,41%,11.75%,11.38%,12.91%,7529,7529,60374,12.6,14.5,17035,1223,871,352,1796,14097,500,1892,28068,28618,1311,1551,17967,4376,966,49,28,4798,564,412,152,1177,0,0,0,1207296
2016-02-11,0.592,218,314,1938,44%,42%,11.91%,11.98%,11.68%,5103,1845,47894,10.8,8.8,9373,904,690,214,1745,11022,500,1647,21083,23419,1195,1335,14442,4110,886,42,23,4451,530,405,125,1070,0,0,0,968346
2016-02-12,0.441,234,364,1695,42%,39%,12.5%,12.29%,13.13%,4680,3743,48349,12,10.7,10706,1133,858,275,1737,13282,500,1510,23888,21214,1133,1241,16715,3701,842,38,18,4015,502,370,132,1005,0,0,0,938893
2016-02-13,0.508,214,308,910,49%,53%,12.76%,12.58%,13.46%,3744,1615,18455,10,9.4,3570,482,374,108,517,4192,500,728,8344,8866,382,554,5628,1723,312,11,5,1842,235,184,51,379,0,0,0,394289
2016-02-14,0.521,187,312,1118,50%,59%,14.9%,15.81%,11.24%,2399,1861,19302,8.7,8.8,3930,630,506,124,543,4458,500,724,9285,8750,395,609,6318,2044,339,12,2,2222,331,281,50,445,0,0,0,414977
2016-02-15,0.458,211,344,2135,43%,40%,17.92%,18.41%,16.55%,12453,3015,56985,11.3,9,11699,1473,1108,365,2001,12742,500,1932,24999,28053,1441,1591,16648,4556,1032,40,24,5021,900,684,216,1305,0,0,0,1061128
2016-02-16,0.494,214,300,2051,43%,41%,13.7%,14.56%,11.13%,4143,3035,49753,10.5,8.8,10552,1235,1000,235,2092,11901,500,1983,23235,22443,1375,1439,15667,4282,931,41,19,4731,648,515,133,1195,0,0,0,1012178
2016-02-17,0.47,210,265,1994,44%,41%,12.62%,11.98%,14.59%,3940,810,49622,10.9,6.2,6880,1132,849,283,1741,12100,500,1646,24224,22011,1233,1361,16278,4173,892,48,23,4550,574,412,162,1110,0,0,0,956958
2016-02-18,0.498,218,338,1949,42%,40%,11.76%,11.73%,11.85%,4728,3792,48612,10.5,9.4,11186,1008,704,304,2022,11613,500,1816,21624,23150,1246,1432,14493,4229,967,45,25,4634,545,404,141,1190,0,0,0,1009000
2016-02-19,0.469,218,266,1511,43%,41%,11.86%,11.41%,13.25%,7260,325,40236,11.4,5.4,4718,909,688,221,1397,11447,500,1449,18835,18555,989,1099,13003,3269,728,33,12,3540,420,305,115,868,0,0,0,771233
2016-02-20,0.564,232,292,915,47%,52%,14.87%,14.52%,16.28%,3689,317,19143,9.8,8.2,3158,541,439,102,645,4623,500,700,8571,9227,455,553,5678,1795,310,22,12,1944,289,226,63,387,0,0,0,451150
2016-02-21,0.576,198,262,1049,48%,48%,13.06%,12.78%,14.32%,3430,291,20199,9.3,6.4,2572,537,412,125,580,4669,500,753,9256,9610,445,616,6275,2012,326,18,8,2174,284,226,58,405,0,0,0,429602
2016-02-22,0.463,204,333,2092,43%,41%,11.14%,10.76%,12.4%,10345,10345,54559,11.1,16.4,18509,1229,805,424,1924,12409,500,2134,24241,26260,1326,1706,16038,4520,926,41,24,4910,547,407,140,1129,0,0,0,1003972
2016-02-23,0.481,211,349,2108,43%,41%,11.19%,11.46%,10.27%,3323,2180,50461,10.2,8.6,9591,955,763,192,2110,12042,500,1979,21904,24468,1305,1561,14426,4551,941,45,22,4926,551,436,115,1120,0,0,0,1038400
2016-02-24,0.48,213,355,2016,42%,41%,11.32%,11.73%,9.89%,9856,8347,57610,11.9,13.6,14895,1149,917,232,2178,12150,500,1965,28531,24936,1452,1486,17954,4495,931,34,15,4833,547,439,108,1092,0,0,0,1027849
2016-02-25,0.551,189,282,2131,44%,40%,10.96%,11.17%,10.24%,3960,2509,50115,10.3,8,8564,914,731,183,1858,10905,500,1792,21935,24530,1281,1398,14721,4518,904,29,15,4871,534,424,110,1074,0,0,0,918624
2016-02-26,0.545,203,311,1751,42%,43%,12.27%,13.15%,9.37%,5571,4714,48483,11.7,13.5,12942,1004,809,195,1510,12560,500,1692,23760,21521,1035,1254,17029,3830,806,38,22,4155,510,420,90,961,0,0,0,843263
2016-02-27,0.67,190,275,984,49%,55%,14.37%,14.87%,12.12%,6265,1176,18760,9.4,8.7,3152,446,384,62,629,4249,500,731,7953,9447,419,560,5170,1872,309,11,4,1997,287,243,44,363,0,0,0,379246
2016-02-28,0.701,177,326,1160,46%,51%,16.29%,17.56%,9.52%,4220,4220,21093,8.4,14.9,5953,653,567,86,852,5076,500,890,9271,10080,610,698,5996,2370,335,15,4,2517,410,372,38,399,0,0,0,444479
2016-02-29,0.598,206,337,2276,44%,43%,12.23%,12.27%,12.08%,4924,2462,54691,10.7,9.2,10637,1110,868,242,1898,12318,500,2016,24061,26716,1338,1596,16505,4748,950,38,21,5128,627,488,139,1151,0,0,0,1058388
2016-03-01,0.591,199,278,2273,44%,39%,12.75%,12.54%,13.46%,7107,752,54644,10.5,6.5,7523,1090,843,247,1848,12531,500,2026,25798,24972,1265,1554,16051,4855,964,41,25,5225,666,510,156,1159,0,0,0,1038150
2016-03-02,0.551,211,338,2186,43%,39%,11.67%,12.04%,10.53%,7310,2723,53583,10.6,8.6,10732,1028,785,243,2003,12591,500,2270,22994,26316,1359,1683,14892,4642,1013,38,24,5074,592,460,132,1254,0,0,0,1071500
2016-03-03,0.597,201,334,2102,44%,41%,12.28%,12.43%,11.74%,7668,3680,48411,10.1,9.4,10290,1100,833,267,1585,11099,500,1741,21284,23801,1114,1441,13730,4429,898,43,24,4790,588,460,128,1090,0,0,0,960862
2016-03-04,0.441,214,350,1996,46%,42%,12.28%,12.59%,11.25%,5897,5836,47866,11,12.7,12760,1033,802,231,1023,12555,500,1421,22907,22515,934,1272,15933,3998,807,37,18,4355,535,422,113,1004,0,0,0,933075
2016-03-05,0.536,175,325,1329,54%,56%,12.09%,12.53%,10.3%,4973,4973,19256,7.8,14.3,7056,573,410,163,437,4693,500,706,8892,9221,394,624,5912,2307,407,13,8,2474,299,248,51,495,0,0,0,433603
2016-03-06,0.565,180,330,1262,50%,44%,13.26%,13.71%,11.23%,5649,3662,23070,9.2,12.3,5673,570,439,131,522,5215,500,649,11658,10241,481,594,6347,2359,381,12,3,2512,333,281,52,463,0,0,0,452244
2016-03-07,0.465,201,331,2446,46%,43%,11.11%,11.28%,10.56%,4966,3087,55177,10.3,8.7,10978,1060,790,270,1380,12783,500,1675,24964,27158,1234,1522,16924,4907,1033,31,16,5339,593,460,133,1260,0,0,0,1072588
2016-03-08,0.473,215,330,2471,44%,42%,14.24%,14.75%,12.56%,5769,3091,58742,10.5,8.8,11368,1320,1033,287,1853,14067,500,1997,25967,28925,1648,1745,16514,5188,1078,38,19,5617,800,637,163,1298,0,0,0,1208315
2016-03-09,0.484,197,314,2442,45%,44%,12.48%,13.1%,10.48%,5005,4620,55119,10.2,9.1,11667,1171,926,245,1229,13103,500,1785,23965,28140,1132,1606,15917,4970,1041,44,24,5417,676,541,135,1288,0,0,0,1068405
2016-03-10,0.596,201,274,2286,45%,44%,11.4%,12.47%,8.06%,4177,2781,49494,9.7,7.1,8768,1029,822,207,1291,12382,500,1587,22228,24388,1178,1423,14641,4662,1007,44,19,5079,579,480,99,1229,0,0,0,1020145
2016-03-11,0.559,207,315,1996,45%,39%,12.03%,12.69%,9.85%,4667,358,48893,11,6.8,7069,1026,872,154,1181,13239,500,1461,23172,23079,1065,1315,16300,4116,866,37,21,4440,534,432,102,1036,0,0,0,919826
2016-03-12,0.657,223,356,1000,49%,47%,12.85%,12.87%,12.8%,9805,474,21454,10.5,7.1,2959,508,421,87,489,4770,500,606,8911,11448,456,538,5688,1908,339,10,2,2046,263,210,53,414,0,0,0,457180
2016-03-13,0.686,173,249,1214,50%,53%,13.57%,14.47%,9.37%,6527,2300,20070,8.3,9.3,3952,514,446,68,472,4799,500,627,8718,10253,431,562,5768,2282,355,15,6,2431,330,290,40,427,0,0,0,420825
2016-03-14,0.602,203,326,2368,45%,42%,11.36%,12.07%,9.29%,5880,2309,50395,9.6,7.4,9826,1085,835,250,1490,12598,500,1587,22783,24535,1347,1432,15310,4784,1085,39,20,5229,594,470,124,1335,0,0,0,1059507
2016-03-15,0.448,194,278,2330,45%,41%,11.38%,12.35%,8.59%,4517,668,52759,10.2,5.5,7354,1184,930,254,1380,13363,500,1739,23826,25814,1249,1545,15731,4702,1075,31,9,5158,587,473,114,1327,0,0,0,1000999
2016-03-16,0.499,200,328,2475,45%,43%,11.1%,11.35%,10.24%,3447,2644,53213,9.7,9,10978,1004,791,213,1574,13211,500,1746,23683,26210,1397,1557,15015,5051,1013,40,17,5486,609,484,125,1221,0,0,0,1098773
2016-03-17,0.48,194,289,2342,45%,44%,11.14%,11.82%,9.02%,487,272,20201,3.9,5.1,6482,817,636,181,1256,13105,500,1792,14211,2942,1158,1636,10846,4743,1006,24,18,5180,577,463,114,1264,0,0,0,1002919
2016-03-18,0.678,225,386,1950,43%,40%,13.64%,14.41%,11.27%,15178,895,96548,21.4,8,8845,1136,887,249,1138,11561,500,1522,42264,51624,1026,1369,22245,4075,910,64,23,4510,615,490,125,1109,0,0,0,1013444
2016-03-19,1.018,226,371,975,50%,54%,14.29%,14.5%,13.45%,3325,1644,22251,11.3,9.7,3826,559,415,144,513,4617,500,583,9279,11876,468,510,6468,1816,308,13,4,1966,281,228,53,394,0,0,0,443835
2016-03-20,0.86,183,237,1186,50%,51%,12.57%,13.78%,7.64%,16912,350,35395,14.8,5.2,2438,508,441,67,504,5040,500,669,23172,11050,467,602,8348,2203,350,8,4,2394,301,265,36,471,0,0,0,439118
2016-03-21,0.592,217,325,2435,45%,42%,11.52%,11.49%,11.6%,8376,6727,80074,14.9,13.1,16701,1274,903,371,1413,13958,500,1810,34208,42643,1259,1607,20097,4926,1038,32,9,5383,620,472,148,1276,0,0,0,1170121
2016-03-22,0.628,217,316,2395,46%,45%,11.48%,11.96%,10.02%,11654,3192,61413,11.8,7.3,9315,1112,893,219,1242,12700,500,1694,21566,36911,1150,1519,14419,4747,1026,33,13,5200,597,469,128,1278,0,0,0,1126558
2016-03-23,0.515,202,305,2243,45%,43%,11.33%,11.87%,9.79%,3792,3636,60523,12.3,10.4,13221,1118,888,230,1266,12510,500,1630,27038,30589,1135,1452,17227,4527,1050,47,19,4933,559,435,124,1267,0,0,0,997226
2016-03-24,0.714,209,331,2131,45%,42%,10.96%,11.49%,9.3%,7410,3459,51997,11.1,9.4,10817,1049,803,246,1139,11575,500,1476,21555,27827,1032,1329,14598,4307,961,44,24,4701,515,408,107,1151,0,0,0,984624
2016-03-25,0.45,226,325,1871,46%,46%,12.23%,12.84%,10.51%,8315,1514,49722,12.3,8.3,8745,1092,817,275,1069,10230,500,1334,21562,25757,963,1181,15206,3726,908,33,14,4038,494,383,111,1056,0,0,0,911495
2016-03-26,0.599,224,292,854,47%,49%,13.62%,14.4%,10.34%,5648,238,20589,11.4,5.9,2056,575,461,114,352,4495,500,592,8122,11523,334,527,5352,1683,288,8,1,1806,246,210,36,348,0,0,0,405312
2016-03-27,0.824,205,289,942,49%,45%,12.63%,12.56%,12.91%,3767,925,21185,11.1,8.6,3124,538,448,90,386,4330,500,540,8160,12099,361,485,5338,1786,291,10,4,1916,242,195,47,364,0,0,0,392226
2016-03-28,0.701,172,378,1310,49%,43%,12.72%,13.28%,9.91%,12476,12476,27937,10.4,32.4,14405,738,485,253,471,5460,500,723,10315,16428,438,650,6584,2521,366,2,1,2681,341,297,44,444,0,0,0,460310
2016-03-29,0.592,228,376,2420,46%,42%,11.91%,12.45%,10.09%,14610,14610,63415,12.1,18.8,22545,1387,978,409,1381,13653,500,1761,24605,35668,1242,1563,15855,4834,972,29,12,5248,625,504,121,1199,0,0,0,1197713
2016-03-30,0.644,164,307,3554,50%,42%,9.08%,8.86%,10.01%,6587,328,70018,9.8,6.4,8656,1299,1017,282,1925,15031,500,1658,29591,36844,1796,1491,18718,6630,1114,50,19,7139,648,512,136,1358,0,0,0,1171809
2016-03-31,0.628,181,275,2704,48%,43%,11.38%,11.42%,11.26%,6133,977,61136,10.9,6.7,7837,1211,1000,211,1357,12567,500,1575,23734,34470,1256,1396,15795,5235,992,40,14,5604,638,506,132,1172,0,0,0,1012039
2016-04-01,0.688,196,301,2124,46%,43%,11.97%,13.06%,8.6%,4260,1173,58069,12.5,7.7,8737,1103,918,185,1187,11160,500,1383,22771,32728,1076,1251,15629,4245,905,42,18,4636,555,458,97,1128,0,0,0,908284
2016-04-02,0.689,194,368,1091,48%,53%,13.87%,14.64%,10.79%,6068,6068,23058,10.2,18.7,8477,618,451,167,502,4630,500,590,9077,12889,471,524,6137,2052,336,22,11,2250,312,263,49,454,0,0,0,436979
2016-04-03,0.683,192,244,1160,48%,51%,13.71%,14.36%,11.2%,7098,848,25514,10.6,6.9,3369,662,509,153,511,5102,500,735,9052,15216,462,657,5978,2194,361,9,2,2399,329,274,55,491,0,0,0,460357
2016-04-04,0.643,195,283,2486,45%,41%,11.58%,12.54%,8.67%,4204,1614,67254,12.3,6.7,9154,1156,921,235,1285,12996,500,1720,23867,40382,1170,1500,15961,4993,1101,52,21,5468,633,515,118,1361,0,0,0,1064139
2016-04-05,0.655,203,320,2355,45%,40%,10.96%,11.38%,9.71%,14207,5008,66034,12.5,9.9,13100,1184,862,322,1434,12663,500,1749,23598,39253,1288,1565,15498,4859,1085,42,24,5281,579,450,129,1328,0,0,0,1069539
2016-04-06,0.624,199,298,2246,46%,43%,11.96%,12.91%,9.11%,7106,3669,54245,11,7.9,9761,1215,995,220,1185,11939,500,1664,21869,29527,1073,1444,14093,4506,1000,29,11,4926,589,476,113,1240,0,0,0,979298
2016-04-07,0.644,207,285,2268,46%,46%,10.48%,11.26%,8.21%,7203,747,59201,11.9,5.9,7557,1048,844,204,1457,12326,500,1495,23326,32923,1322,1342,15365,4567,1034,40,21,4983,522,417,105,1279,0,0,0,1031082
2016-04-08,1.276,218,316,1993,46%,44%,12.19%,12.69%,10.73%,7822,650,48394,11.2,6.3,6999,1084,785,299,1274,10984,500,1404,19619,26097,1147,1262,12085,3924,866,30,15,4332,528,409,119,1109,0,0,0,945391
2016-04-09,1.368,181,221,1010,48%,52%,13.22%,13.41%,12.37%,5540,304,19132,9.2,5.2,1979,504,427,77,459,4291,500,534,7447,10692,422,472,4717,1959,307,14,3,2088,276,229,47,380,0,0,0,377204
2016-04-10,0.958,167,232,1102,51%,51%,14.58%,15.03%,12.33%,9574,381,19747,9.1,6,2191,592,498,94,459,4362,500,516,8317,10455,428,462,5454,2024,280,8,4,2168,316,271,45,365,0,0,0,361861
2016-04-11,3.768,194,296,2159,46%,44%,11.51%,12.02%,9.85%,5693,248,41184,8.8,4.7,5091,932,758,174,1279,10170,500,1384,19143,19378,1154,1218,12395,4250,883,37,16,4664,537,430,107,1086,0,0,0,903428
2016-04-12,0.627,206,334,2448,45%,39%,12.05%,12.45%,10.8%,5754,318,64150,11.7,6.7,9026,1327,1003,324,1621,14061,500,1740,24131,36658,1473,1561,16047,5047,1101,35,17,5496,662,517,145,1342,0,0,0,1131513
2016-04-13,0.728,207,320,2240,45%,41%,11.55%,12.22%,9.5%,11366,622,59235,11.8,7.3,8942,1041,842,199,1173,12522,500,1602,23920,32540,1077,1442,16554,4598,1011,42,20,5003,578,462,116,1221,0,0,0,1033535
2016-04-14,1.117,205,309,2148,44%,41%,11.83%,12.65%,9.37%,5660,1088,55940,11.5,7.8,9516,1408,858,550,1295,12916,500,1528,22880,30237,1170,1337,15209,4442,980,30,15,4862,575,461,114,1217,0,0,0,995658
2016-04-15,1.461,206,285,1904,45%,43%,13.67%,14.57%,10.91%,5129,529,43620,10.4,6.5,6721,1417,877,540,1033,10697,500,1255,19123,22209,948,1135,13180,3864,866,41,22,4199,574,461,113,1036,0,0,0,866901
2016-04-16,4.043,172,199,586,51%,54%,12.42%,12.88%,10.43%,1554,25,8894,7.8,3.5,745,246,215,31,199,2285,500,218,3924,4553,183,192,2699,1064,182,12,3,1143,142,120,22,211,0,0,0,196980
2016-04-17,1.258,157,256,874,51%,46%,13.48%,13.68%,12.5%,3792,313,19761,11.6,6,1774,444,382,62,348,3672,500,372,7014,12027,332,335,4508,1590,254,11,0,1699,229,192,37,296,0,0,0,267164
2016-04-18,2.613,213,346,1851,46%,42%,12.08%,12.25%,11.54%,4353,803,47360,11.8,6.9,6478,1047,751,296,1002,9946,500,1178,17240,27940,900,1064,11056,3716,784,36,18,4030,487,379,108,936,0,0,0,858744
2016-04-19,1.047,197,331,2243,47%,41%,12.62%,13.01%,11.34%,5943,816,63477,13.2,7.3,8207,1679,1016,663,1255,12510,500,1433,25158,35631,1147,1270,15969,4416,929,31,13,4809,607,480,127,1120,0,0,0,945391
2016-04-20,1.249,216,330,2022,45%,41%,11.24%,11.71%,9.85%,5492,563,53658,11.9,6.6,7392,1362,848,514,1467,11676,500,1348,24156,26687,1352,1205,17221,4163,925,29,13,4527,509,398,111,1127,0,0,0,980023
2016-04-21,0.508,184,312,2200,45%,41%,11.55%,12.36%,8.89%,18274,18274,82057,16.7,21.6,24774,1150,867,283,1172,11685,500,1445,47970,31470,1059,1276,40459,4519,943,38,21,4910,567,465,102,1147,0,0,0,903825
2016-04-22,0.527,210,332,1876,45%,45%,13.23%,14.02%,10.56%,11918,11918,69345,16.5,17.6,17043,1202,990,212,962,10708,500,1288,39884,27211,889,1148,33388,3888,811,36,13,4196,555,453,102,966,0,0,0,883209
