date,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2016-12-13,0.92,194,272,3359,46%,44%,13.95%,15.14%,10.49%,9406,937,84555,11.5,5.8,10924,1895,1491,404,1822,17970,500,2274,32695,47764,1661,2016,20695,6792,1557,49,23,7377,1029,831,198,1888,0,0,0,1429985
2016-12-14,0.918,183,287,3135,47%,46%,13.14%,14.36%,9.45%,9640,1820,69202,10.4,6.5,10859,1691,1355,336,1535,14562,500,2023,28394,37250,1379,1778,18787,6159,1392,43,21,6667,876,719,157,1661,0,0,0,1219471
2016-12-15,0.92,176,251,3038,46%,45%,12.7%,14.1%,8.55%,5330,983,71047,10.7,4.9,8117,1453,1213,240,1680,14190,500,1887,27316,40164,1486,1687,16981,6095,1390,45,18,6613,840,698,142,1661,0,0,0,1164140
2016-12-16,0.891,183,282,2894,45%,44%,12.31%,13.15%,9.53%,6832,1046,75189,11.8,6,8825,1459,1184,275,1539,14158,500,1772,29726,42152,1369,1545,19248,5905,1251,42,21,6368,784,643,141,1479,0,0,0,1165607
2016-12-17,0.815,162,202,1317,49%,57%,18.99%,20.88%,10.94%,8824,886,30152,11.2,5.6,2871,923,841,82,521,5458,500,775,13085,15771,465,681,9192,2495,413,20,8,2701,513,457,56,512,0,0,0,436724
2016-12-18,0.823,176,278,846,48%,57%,33.18%,36.72%,11.65%,10401,722,27427,15.6,6.5,1624,982,927,55,214,3209,500,619,9227,17367,201,521,6073,1677,203,25,2,1763,585,556,29,249,0,0,0,310873
2016-12-19,0.834,190,191,1197,48%,49%,13.58%,14.62%,9.37%,5093,511,53115,21.5,5.5,2695,672,590,82,522,5209,500,624,17702,34267,495,536,10841,2332,417,49,6,2474,336,290,46,491,0,0,0,470002
2016-12-20,0.953,180,252,2943,47%,46%,13.86%,15.51%,8.49%,8045,529,64959,10.4,5.3,7772,1526,1293,233,1465,13124,500,1875,29012,32607,1287,1628,19440,5717,1221,53,22,6220,862,738,124,1461,0,0,0,1116960
2016-12-21,1.573,199,303,2365,45%,43%,13.75%,15.45%,8.64%,5964,2482,63516,12,7.8,10309,1260,1081,179,1305,11569,500,1617,33070,27524,1176,1398,22717,4905,1094,40,18,5295,728,614,114,1320,0,0,0,1054187
2016-12-22,0.46,179,244,2341,44%,44%,15.92%,17.8%,9.98%,10587,504,64962,12.2,4.9,6327,1461,1262,199,1360,11609,500,1635,30962,31005,1220,1480,19909,4933,1070,37,17,5326,848,720,128,1282,0,0,0,953004
2016-12-23,0.454,184,238,1795,45%,47%,18.03%,20.39%,10.45%,4051,1896,47123,11.7,7,6652,1330,1124,206,1004,8945,500,1406,22324,22389,894,1217,16128,3723,813,36,14,4027,726,626,100,957,0,0,0,739566
2016-12-24,0.589,203,243,894,50%,57%,21.04%,23.35%,11.94%,5047,698,23058,13,5.7,2055,663,578,85,319,3562,500,563,13198,8978,284,484,10114,1620,264,13,3,1773,373,330,43,360,0,0,0,360633
2016-12-25,0.584,163,218,893,52%,62%,26.8%,29.53%,13.61%,6579,634,18044,10.5,5,1465,746,684,62,254,3107,500,560,8531,8699,230,444,6364,1593,218,11,3,1713,459,419,40,294,0,0,0,279590
2016-12-26,0.466,167,245,1879,46%,47%,21.84%,23.87%,12.91%,6871,1393,48431,11.8,7.4,5638,1941,1726,215,927,9009,500,1510,21060,24934,835,1204,14878,3833,627,35,17,4102,896,798,98,759,0,0,0,686568
2016-12-27,0.472,185,311,2122,45%,44%,17.64%,19.35%,11.4%,4954,1022,56299,12,7.4,7438,1561,1351,210,1045,10343,500,1606,22553,31095,955,1356,15393,4325,821,48,23,4689,827,712,115,1009,0,0,0,866522
2016-12-28,0.545,184,284,2168,45%,46%,18.29%,20.25%,10.94%,9288,2100,51235,10.6,6.9,7035,1661,1420,241,1180,10808,500,1689,21933,26433,1050,1437,14412,4502,848,38,15,4828,883,772,111,1015,0,0,0,888546
2016-12-29,0.597,166,246,2272,48%,52%,19.46%,21.89%,10.04%,5295,1370,50277,10.6,6,5888,1627,1465,162,1059,10001,500,1559,21514,26145,956,1305,14559,4433,792,34,13,4763,927,829,98,976,0,0,0,792610
2016-12-30,0.488,160,218,1868,49%,50%,17.29%,19.12%,10.41%,7358,1395,40339,10.5,5.8,4678,1147,1004,143,761,7819,500,1223,17747,20608,698,1039,12300,3576,656,20,8,3841,664,580,84,807,0,0,0,613130
2016-12-31,0.55,162,243,1320,53%,58%,19.33%,20.38%,12.93%,5458,2452,24863,10,10.9,3786,845,767,78,412,4744,500,732,10685,13034,364,631,7485,2370,300,11,2,2478,479,434,45,348,0,0,0,401031
