date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_page_load_time,PagePerformance_network_time,PagePerformance_network_hits,PagePerformance_servery_time,PagePerformance_server_hits,PagePerformance_transfer_time,PagePerformance_transfer_hits,PagePerformance_domprocessing_time,PagePerformance_domprocessing_hits,PagePerformance_domcompletion_time,PagePerformance_domcompletion_hits,PagePerformance_onload_time,PagePerformance_onload_hits,PagePerformance_pageload_time,PagePerformance_pageload_hits,avg_time_network,avg_time_server,avg_time_transfer,avg_time_dom_processing,avg_time_dom_completion,avg_time_on_load
2021-11-16,32047,34322,164,96214,352,18012,4520948,25799,68648,25796,68,352,55%,2.7,109,8523,27566,7178,101,88,44%,3.2,201,21079,205,9040,3990,8,12,7,200,598,892,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,71168,51709,13767,10123,8257,6985,3022,500,,,52%,2.8,132,0.73,12905.951,71148,21032.414,71140,9706.868,71102,73904.675,70564,16518.735,14676,36.568,14597,38246.922,52204,0.18,0.3,0.14,1.05,1.13,0
2021-11-17,31015,33412,155,96139,320,17645,4233124,24901,68053,24897,51,320,56%,2.7,104,8511,28086,7100,113,266,45%,3.3,194,20590,327,8600,3887,8,13,8,210,586,898,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,69065,50412,14207,10160,9955,7777,2912,500,,,53%,2.9,127,0.72,10362.584,69041,20435.249,69034,8950.919,68987,77733.952,68587,15290.522,14199,36.061,14125,36502.456,50662,0.15,0.3,0.13,1.13,1.08,0
2021-11-18,29572,31502,142,87848,347,16554,3925229,23738,61909,23736,53,347,55%,2.6,102,7764,25939,6668,97,202,44%,3.3,194,19264,341,8400,3493,4,14,8,180,558,831,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,65245,46940,12045,8965,7779,6492,2779,500,,,53%,2.8,125,0.7,10824.462,65214,18643.114,65203,8800.241,65170,70950.299,64854,14870.956,13452,30.388,13386,33523.989,47879,0.17,0.29,0.14,1.09,1.11,0
2021-11-19,27642,29453,147,83323,358,15627,3697184,22345,60067,22339,56,358,56%,2.7,104,7108,23256,6132,101,195,45%,3.3,192,17950,226,8101,3171,5,15,6,158,525,766,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62242,44515,11159,8247,7191,6046,2731,500,,,53%,2.8,126,0.7,9180.092,62221,18008.237,62213,8037.584,62175,71080.363,61762,14203.573,12500,28.165,12426,31874.639,45549,0.15,0.29,0.13,1.15,1.14,0
2021-11-20,16944,17844,41,46067,352,9964,1829997,14402,35625,14397,17,352,58%,2.5,87,3442,10442,2988,27,188,48%,3,167,11676,151,4145,1866,6,11,6,75,334,512,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35645,24306,4508,3478,5012,4127,902,500,,,56%,2.6,103,0.76,5171.705,35638,11059.936,35630,5660.347,35616,60462.084,35523,8362.499,7062,20.476,7002,19920.299,26078,0.15,0.31,0.16,1.7,1.18,0
2021-11-21,18727,19806,42,52230,353,10985,2218714,15804,39075,15802,18,353,57%,2.5,92,4002,13155,3455,28,169,48%,3.3,192,12880,216,4591,2106,13,11,8,96,328,512,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,40190,27685,5228,4170,5667,4596,1145,500,,,55%,2.6,112,0.77,6470.052,40183,12541.839,40169,5632.88,40162,59161.157,40041,10018.933,7992,20.854,7932,22522.182,29413,0.16,0.31,0.14,1.48,1.25,0
2021-11-22,32608,34837,154,96702,356,18151,4481628,26440,68696,26433,46,356,55%,2.6,106,8397,28006,7170,118,260,44%,3.3,201,21641,236,8987,3968,5,17,6,209,592,876,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,70856,51995,14168,10162,8567,7063,3111,500,,,52%,2.8,129,0.69,10725.491,70839,21123.785,70829,9699.883,70774,83542.441,70409,14956.226,14800,34.033,14705,36136.145,52059,0.15,0.3,0.14,1.19,1.01,0
2021-11-23,32677,34849,136,94291,340,18645,4101843,26482,67026,26478,41,340,56%,2.5,94,8367,27265,7141,102,170,44%,3.3,192,21299,367,8986,4182,15,14,7,218,569,832,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,70185,51762,12602,9213,8573,7083,2931,500,,,54%,2.7,118,0.66,10727.897,70166,20860.908,70158,9411.744,70113,79493.159,69796,13370.478,14322,43.223,14242,33897.13,51466,0.15,0.3,0.13,1.14,0.93,0
2021-11-24,33106,35298,170,97431,336,18713,4406187,26944,68417,26938,65,336,56%,2.5,98,8354,29014,7134,112,138,43%,3.5,210,21258,221,8655,5155,9,14,9,189,558,856,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,73864,54228,13341,9716,7471,6367,2755,500,,,53%,2.8,125,0.62,11892.444,73839,21562.44,73829,8828.32,73795,74424.991,73426,12689.43,13765,36.275,13694,33296.916,53724,0.16,0.29,0.12,1.01,0.92,0
2021-11-25,39820,42155,182,104464,347,24259,4414648,33412,75601,33411,72,347,61%,2.3,80,8743,28863,7465,128,140,45%,3.3,199,25220,347,11375,5209,4,13,9,219,576,897,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,81870,61814,12444,9385,7191,6444,2959,500,,,58%,2.5,105,0.58,16390.472,81841,22124.723,81829,8862.684,81772,84429.408,81353,15813.405,13381,30.382,13311,33963.589,58914,0.2,0.27,0.11,1.04,1.18,0
2021-11-26,33648,35709,146,95543,1840,20553,4172539,27880,68963,27872,53,1840,61%,2.5,92,7829,26580,6693,102,189,46%,3.4,205,21148,206,10300,4034,21,14,7,187,503,728,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,74230,53453,11697,8587,6461,5779,3155,500,,,58%,2.7,117,0.58,10946.498,74217,19478.437,74206,7299.136,74173,71379.758,73715,13628.293,12307,28.064,12234,30751.615,53475,0.15,0.26,0.1,0.97,1.11,0
2021-11-27,22905,24151,51,57043,350,14699,2179617,19785,44110,19768,33,350,63%,2.2,75,4366,12933,3802,22,148,51%,3,158,15433,255,5969,2483,11,17,7,101,336,532,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,46045,32817,5304,4070,4594,4079,1100,500,,,61%,2.4,90,0.62,6834.794,46025,12732.247,46024,4208.242,45978,51649.442,45837,9337.862,7091,20.607,7022,20488,32996,0.15,0.28,0.09,1.13,1.32,0
2021-11-28,24237,25463,48,60294,354,15529,2441824,20958,46780,20954,16,354,63%,2.2,78,4505,13514,3877,34,124,51%,3,179,16332,194,6187,2750,0,12,8,109,370,566,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,48583,35218,5714,4285,4710,4167,1287,500,,,61%,2.4,96,0.71,7247.718,48566,13927.798,48560,4796.17,48530,58657.97,48422,10729.892,7420,21.077,7352,24724.615,34808,0.15,0.29,0.1,1.21,1.45,0
2021-11-29,38469,40781,157,103271,349,23381,4373126,31837,74755,31834,63,349,61%,2.3,84,8944,28516,7718,101,170,46%,3.2,191,24656,251,11345,4525,4,12,6,213,596,867,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,79037,59528,13879,10192,7222,6472,3133,500,,,57%,2.5,107,0.63,11199.62,79018,21049.998,79015,8504.954,78973,89799.676,78592,16462.498,13969,33.724,13894,35909.81,57243,0.14,0.27,0.11,1.14,1.18,0
2021-11-30,36328,38634,157,99103,346,21953,4422596,29822,70874,29818,60,346,60%,2.4,92,8812,28229,7534,103,298,46%,3.2,191,23509,338,10287,4494,6,15,8,191,597,934,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,76273,56558,13079,9984,6723,5996,3028,500,,,57%,2.6,114,0.62,10966.334,76243,20578.907,76236,7445.702,76212,76922.026,75869,15331.35,13330,29.025,13261,34213.363,55191,0.14,0.27,0.1,1.01,1.15,0
2021-12-01,35228,37543,157,94690,358,21465,4145051,28788,67025,28784,49,358,61%,2.3,86,8755,27665,7435,117,99,46%,3.2,190,22981,253,10033,4263,13,14,7,219,586,863,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,72920,54791,12853,10129,6419,5786,2498,500,,,57%,2.5,110,0.62,10617.049,72886,20195.675,72878,7419.542,72831,83164.193,72498,13977.707,13155,29.357,13077,32619.158,52887,0.15,0.28,0.1,1.15,1.06,0
2021-12-02,36195,38509,152,98737,352,22116,4221679,29813,70304,29810,56,352,61%,2.4,87,8696,28433,7443,102,223,46%,3.3,188,23236,240,10470,4541,22,15,7,230,593,865,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,76294,56985,12947,9946,6762,6035,2734,500,,,57%,2.6,110,0.59,13643.102,76279,20809.497,76269,7787.446,76239,81557.356,75847,13681.528,13283,30.899,13236,32735.498,55192,0.18,0.27,0.1,1.08,1.03,0
2021-12-03,32600,34467,116,85727,348,20214,3685202,26850,62374,26846,40,348,61%,2.3,86,7617,23353,6586,78,297,49%,3.1,182,21279,286,9110,3774,18,14,7,201,528,769,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,66813,49318,10727,8182,5868,5248,2319,500,,,59%,2.5,107,0.59,9507.927,66786,18133.293,66777,6826.908,66760,67429.534,66436,11978.921,11302,27.124,11221,28288.811,48213,0.14,0.27,0.1,1.01,1.06,0
2021-12-04,21809,22950,58,53044,344,14154,2101473,18792,41441,18785,34,344,64%,2.2,75,4158,11603,3624,31,200,52%,2.8,164,15073,272,5264,2333,8,14,8,96,365,545,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,43276,30829,4618,3642,4222,3716,928,500,,,62%,2.3,92,0.62,6302.805,43252,12606.58,43244,4295.97,43232,51928.899,43132,8397.536,6531,18.678,6474,19321.936,30977,0.15,0.29,0.1,1.2,1.29,0
2021-12-05,23125,24330,61,57121,353,14812,2305741,19876,44361,19873,35,353,63%,2.2,78,4454,12760,3857,30,120,52%,2.9,169,15199,905,5616,2608,2,14,7,95,357,547,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,46250,33092,5225,4041,4505,3994,1141,500,,,61%,2.3,95,0.66,6746.568,46241,13393.266,46232,4467.751,46195,57604.131,46070,10086.796,7066,18.845,7002,21737.062,33134,0.15,0.29,0.1,1.25,1.43,0
2021-12-06,38804,41273,161,102454,347,23640,4461760,31995,74021,31992,54,347,60%,2.3,88,9278,28433,7941,112,119,46%,3.1,179,24516,499,11588,4659,11,17,5,242,562,873,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,79771,59998,12979,9962,7078,6343,2626,500,,,57%,2.5,108,0.63,11410.541,79756,21523.973,79743,8261.581,79705,92188.242,79292,16540.117,13823,30.301,13730,36154.986,57674,0.14,0.27,0.1,1.16,1.2,0
2021-12-07,35730,38044,185,99155,496,21442,4410597,29093,69744,29086,64,496,60%,2.4,92,8951,29411,7640,128,251,45%,3.3,195,23095,249,10293,4397,10,13,8,170,607,893,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,76245,56925,13527,10575,6694,6027,2689,500,,,56%,2.6,116,0.59,11467.606,76219,21346.45,76207,8053.329,76163,80594.411,75803,13538.266,13654,29.423,13590,32354.918,55272,0.15,0.28,0.11,1.06,0.99,0
2021-12-08,33628,35864,162,91568,356,20452,3915298,27286,64882,27279,63,356,60%,2.4,87,8578,26686,7309,107,178,46%,3.1,178,22014,279,9095,4465,11,13,7,175,572,854,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,71101,52762,11665,8822,6245,5592,2557,500,,,57%,2.6,109,0.61,11041.498,71088,19704.373,71079,7357.596,71040,70583.679,70651,13554.829,12161,26.288,12085,31363.255,51350,0.16,0.28,0.1,1,1.11,0
2021-12-09,32134,34360,144,92115,356,19447,4143352,25962,65249,25960,49,356,60%,2.5,99,8398,26866,7114,98,240,47%,3.2,187,20770,161,9290,4132,7,12,7,167,554,823,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,69590,51336,13480,9482,6011,5314,3034,500,,,57%,2.7,121,0.62,9997.711,69565,18869.381,69554,6793.036,69516,69763.281,69186,14256.313,12375,25.322,12301,31173.019,50416,0.14,0.27,0.1,1.01,1.15,0
2021-12-10,28702,30677,145,81046,350,17398,3838737,23257,57791,23254,42,350,60%,2.5,100,7420,23255,6274,107,144,47%,3.1,204,18640,151,8404,3473,9,16,7,178,509,762,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62487,44947,10782,7686,5309,4763,2468,500,,,57%,2.6,125,0.61,9284.947,62472,17254.865,62441,6532.901,62401,67114.409,62040,12027.14,10637,25.209,10569,27575.82,45093,0.15,0.28,0.1,1.08,1.13,0
2021-12-11,17986,19126,30,46943,340,11531,1864897,15241,35595,15238,11,340,63%,2.3,81,3885,11348,3204,19,76,50%,2.9,163,11935,209,4585,2380,17,15,6,61,354,516,5,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,37941,26429,4635,3787,3415,3067,952,500,,,60%,2.5,98,0.58,5307.807,37930,10997.254,37920,3834.739,37887,45619.815,37777,6988.94,5642,14.45,5598,15811.389,27125,0.14,0.29,0.1,1.21,1.24,0
2021-12-12,18898,19971,35,49225,360,12001,1923836,16061,37625,16058,14,360,62%,2.3,81,3910,11600,3355,22,239,50%,3,158,12505,158,4746,2560,2,10,6,88,382,552,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,39836,27793,4677,3645,3742,3305,970,500,,,60%,2.5,96,0.62,5369.953,39826,11571.266,39812,3785.556,39784,46372.577,39681,7883.452,6031,15.581,5971,17733.166,28517,0.13,0.29,0.1,1.17,1.31,0
2021-12-13,33302,35519,148,92661,335,19750,4067373,26995,66551,26995,46,335,58%,2.5,92,8524,26110,7255,111,124,47%,3.1,186,20568,636,9979,4331,5,14,8,183,587,860,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,70332,52423,13310,9582,6256,5530,2763,500,,,56%,2.6,115,0.6,9934.809,70311,19012.928,70302,7900.35,70238,78961.63,69879,13243.107,12638,28.303,12575,30343.186,50990,0.14,0.27,0.11,1.13,1.05,0
2021-12-14,35583,37906,182,98633,345,20666,4336003,29208,72187,29208,85,345,57%,2.5,96,8698,26446,7432,104,163,46%,3,177,19962,822,10384,6728,10,12,5,172,568,816,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,74696,55961,14633,11317,6421,5757,2883,500,,,55%,2.6,114,0.7,10898.221,74672,20415.878,74665,8058.277,74599,81790.328,74215,17504.277,14024,41.539,13949,38210.409,54354,0.15,0.27,0.11,1.1,1.25,0
2021-12-15,32091,34092,145,85466,314,19143,3733764,26230,61329,26222,52,314,59%,2.3,87,7862,24137,6778,104,284,46%,3.1,185,19033,1035,8949,5056,19,15,7,182,535,771,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,64799,50191,12138,9522,5852,5258,2677,500,,,56%,2.5,110,0.67,9784.883,64786,18503.695,64779,6840.909,64740,68625.747,64421,13514.875,12355,25.314,12292,31473.787,47228,0.15,0.29,0.11,1.07,1.09,0
2021-12-16,34234,36335,159,86519,300,21524,3631026,28206,61355,28199,48,300,63%,2.2,77,8129,25164,6906,118,238,46%,3.1,179,18511,659,9706,7349,110,17,7,169,570,838,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,66597,51792,11888,9348,5571,4936,2463,500,,,59%,2.4,100,0.64,10693.115,66584,18207.698,66574,6800.415,66533,72817.977,66185,12076.02,11897,24.721,11841,30747.851,48269,0.16,0.27,0.1,1.1,1.02,0
2021-12-17,31245,33099,143,78647,314,19957,3423789,25914,55680,25910,49,314,64%,2.1,75,7185,22967,6069,97,238,46%,3.2,205,17071,457,8823,6575,173,16,6,145,495,824,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60391,46495,11084,8085,5194,4656,1978,500,,,60%,2.4,103,0.6,9602.533,60377,16341.721,60367,6018.777,60344,63489.304,60046,10565.748,10509,24.094,10450,26231.1,43682,0.16,0.27,0.1,1.06,1.01,0
2021-12-18,18911,19941,47,45233,355,12053,1733032,16290,34896,16287,21,355,62%,2.1,73,3651,10337,3120,27,204,51%,2.8,149,12096,309,4310,3189,37,15,6,69,336,506,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35477,26752,5637,4481,3332,2981,787,500,,,60%,2.3,87,0.79,5490.359,35465,11317.971,35462,3983.09,35441,46795.623,35359,9021.096,6166,17.926,6122,20395.136,25669,0.15,0.32,0.11,1.32,1.46,0
2021-12-19,19455,20521,38,48975,326,12138,2007545,16676,37320,16675,21,326,61%,2.2,79,3845,11655,3282,20,137,50%,3,180,12427,1026,4261,2788,19,13,7,78,346,543,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,38153,28873,6097,4721,3763,3290,962,500,,,59%,2.4,98,0.87,5881.73,38147,11653.261,38140,3996.167,38129,45812.435,37996,12459.569,6790,18.955,6730,23939.076,27655,0.15,0.31,0.1,1.21,1.83,0
2021-12-20,29233,31224,139,78065,317,17334,3400192,23737,54706,23735,47,317,59%,2.3,86,7487,23359,6359,94,240,46%,3.1,182,19073,515,7215,4405,16,15,7,160,538,794,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59228,45908,11257,8913,5820,5215,1760,500,,,56%,2.5,109,0.73,9091.909,59217,17534.74,59213,6081.746,59189,60996.623,58928,13733.086,11570,24.503,11512,31576.343,43271,0.15,0.3,0.1,1.04,1.19,0
2021-12-21,27746,29593,134,73808,331,16663,3303586,22505,50672,22502,55,331,60%,2.3,82,7088,23136,6024,84,204,45%,3.3,205,18689,253,6684,3956,11,16,7,157,515,742,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56254,43315,10320,7784,5563,5008,1671,500,,,56%,2.5,112,0.69,8800.852,56240,16406.947,56234,5853.976,56211,61024.448,55917,12767.93,10553,24.537,10492,28184.517,40941,0.16,0.29,0.1,1.09,1.21,0
2021-12-22,28651,30424,113,78774,5085,17182,3138148,23554,57778,23553,40,5085,59%,2.5,82,6870,20996,5896,79,211,47%,3.1,175,19806,300,6247,3921,150,13,8,157,491,720,5,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62163,43816,9109,7331,5963,5365,1539,500,,,56%,2.6,103,0.62,8528.324,62148,16705.594,62148,5463.881,62116,66748.501,61816,12732.733,10639,23.227,10567,28012.943,44905,0.14,0.27,0.09,1.08,1.2,0
2021-12-23,25042,26466,89,61610,352,15500,2586331,20733,44390,20725,32,352,61%,2.1,76,5733,17220,4932,59,282,48%,3,176,17526,263,5235,3290,152,12,8,113,443,651,7,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,47916,37020,7849,6331,4639,4204,1206,500,,,59%,2.3,98,0.69,7651.429,47891,13755.431,47887,4929.711,47862,53252.681,47670,10648.874,8635,21.278,8578,24143.535,34753,0.16,0.29,0.1,1.12,1.23,0
2021-12-24,16646,17647,50,41371,337,10647,1685990,13908,30375,13908,16,337,63%,2.2,76,3739,10996,3205,35,184,51%,2.9,168,11653,168,3621,2200,5,13,7,82,332,481,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,32915,24642,4802,3907,2932,2638,722,500,,,60%,2.3,96,0.67,5987.556,32907,10353.353,32897,3694.886,32889,43851.767,32780,7624.977,5354,13.345,5317,15825.754,23690,0.18,0.31,0.11,1.34,1.42,0
2021-12-25,14697,15527,38,35542,360,9488,1366261,12636,27718,12634,18,360,63%,2.2,76,2891,7824,2448,21,68,53%,2.7,140,10488,126,2934,1978,1,12,5,58,232,366,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,28657,21070,3568,2764,2705,2349,612,488,,,61%,2.3,88,0.8,4281.168,28649,9191.814,28642,2864.437,28618,35398.028,28548,8652.103,4363,12.345,4323,16447.762,20523,0.15,0.32,0.1,1.24,1.98,0
2021-12-26,20550,21651,36,49052,360,13201,1881662,17862,38576,17858,23,360,63%,2.2,72,3789,10476,3280,15,95,52%,2.8,156,14619,153,3966,2911,2,12,7,73,354,513,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,39109,29790,5266,3941,3788,3372,889,500,,,61%,2.3,87,0.78,7308.775,39099,12391.119,39094,4001.281,39075,49751.541,38877,10157.703,6205,17.066,6146,21797.97,28082,0.19,0.32,0.1,1.28,1.64,0
2021-12-27,27113,28666,72,66966,346,16945,2784615,23124,50433,23122,30,346,62%,2.2,77,5542,16533,4780,44,147,48%,3,182,18481,239,5865,4064,17,15,5,121,461,684,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,52378,40304,8267,6634,4861,4383,1460,500,,,59%,2.3,97,0.75,8333.251,52368,15680.213,52364,5767.383,52351,65177.948,52114,14266.229,9093,21.27,9030,28546.022,37886,0.16,0.3,0.11,1.25,1.57,0
2021-12-28,29700,31489,108,73417,356,18082,3119526,25383,55944,25381,59,356,59%,2.2,82,6106,17473,5227,57,131,49%,2.9,168,19131,536,6128,4333,1361,15,6,126,488,726,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56606,44112,9747,7877,5647,4984,1417,500,,,57%,2.3,99,0.77,9644.847,56597,16931.946,56592,5842.392,56573,66709.999,56336,14518.615,10682,25.423,10623,31931.492,41233,0.17,0.3,0.1,1.18,1.36,0
2021-12-29,31881,33712,105,76342,360,20181,3175278,27239,57460,27238,49,360,62%,2.1,74,6473,18882,5575,64,76,49%,2.9,178,21568,408,6569,4847,320,13,7,147,455,708,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60271,47126,9066,7240,5579,4952,1426,500,,,60%,2.3,94,0.7,10282.07,60229,18310.599,60225,6043.949,60187,68156.128,59926,14782.239,10213,23.771,10121,30484.037,43483,0.17,0.3,0.1,1.14,1.45,0
2021-12-30,28809,30445,81,69090,354,18104,2772090,24631,52504,24627,28,354,62%,2.1,75,5814,16586,4991,55,340,51%,2.9,159,20276,340,5542,4147,140,14,8,144,437,660,5,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,54684,42424,7816,6401,5230,4711,1360,500,,,59%,2.3,91,0.69,8562.733,54668,16722.183,54664,12981.813,54630,63953.476,54418,12396.445,9344,22.39,9269,27235.788,39498,0.16,0.31,0.24,1.18,1.33,0
2021-12-31,19781,20818,55,47744,342,12818,1909615,16790,35668,16789,21,342,64%,2.1,72,4028,12076,3512,38,188,52%,3,175,13899,219,4057,2575,68,12,7,81,332,479,5,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,37998,28283,5293,4201,3539,3168,914,500,,,62%,2.3,92,0.61,12961.589,37992,11498.349,37987,3926.611,37973,45437.851,37786,6990.265,6162,15.723,6121,16762.883,27336,0.34,0.3,0.1,1.2,1.13,0
