date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site
2020-01-01,8265,8737,31,21244,229,5280,988747,7946,18391,7944,15,91,61%,2.3,93,791,2853,664,19,229,58%,3.6,312,5117,74,2747,798,1,13,4,146,200,309,1,0%,0%,0%,0%,0%,330,325,0,3.72%,281,277,0,3.49%,49,48,0,6.07%,15489,11918,2160,1712,1612,1306,1983,500,15248,1.24,60%,2.4,113
2020-01-02,15930,17141,67,47730,167,9045,2211471,15286,40688,15285,47,156,53%,2.7,113,1855,7042,1475,29,167,50%,3.8,259,10823,136,4453,1727,2,13,6,441,358,580,2,0%,0%,0%,0%,0%,1034,1004,0,5.86%,871,849,0,5.55%,163,155,0,8.36%,33603,25223,5812,4752,3569,3009,4746,500,33273,0.628,53%,2.8,129
2020-01-03,16601,17824,80,49745,181,9445,2378528,15572,40782,15570,44,155,54%,2.6,115,2252,8963,1811,40,181,47%,4,262,11127,166,4553,1976,2,14,5,435,363,643,1,0%,0%,0%,0%,0%,1071,1047,0,5.87%,835,820,0,5.27%,236,227,0,10.08%,35321,26474,5904,4879,3702,3159,4818,500,34994,0.641,53%,2.8,133
2020-01-04,11620,12404,43,32865,143,6982,1487997,10905,27686,10901,26,125,57%,2.5,104,1499,5179,1249,23,143,54%,3.5,236,7426,153,3439,1386,0,13,5,249,273,510,0,0%,0%,0%,0%,0%,562,558,0,4.5%,473,470,0,4.31%,89,88,0,5.87%,23953,17819,3346,2699,2419,1973,3147,500,23661,0.663,56%,2.6,120
2020-01-05,12639,13537,35,36908,111,7471,1731334,11820,30571,11818,18,111,56%,2.6,106,1717,6337,1363,20,96,52%,3.7,277,8474,147,3600,1316,0,13,7,311,271,488,0,0%,0%,0%,0%,0%,626,620,0,4.58%,509,503,0,4.26%,117,117,0,6.81%,26338,19678,4096,3310,2630,2169,3844,500,25938,0.669,55%,2.7,128
2020-01-06,22869,24628,130,74625,130,12149,3572193,21577,63549,21572,90,96,50%,2.9,131,3051,11076,2438,54,130,48%,3.6,242,15875,124,6174,2454,1,12,7,658,450,795,1,0%,0%,0%,0%,0%,1595,1565,0,6.35%,1321,1299,0,6.02%,274,266,0,8.72%,51620,37984,9861,7730,5426,4529,7718,500,51239,0.631,49%,3,145
2020-01-07,22790,24636,132,76773,218,12109,3735351,21009,62863,21004,71,118,49%,3,134,3627,13910,2938,72,218,47%,3.8,253,15671,111,6324,2529,1,13,5,649,444,786,1,0%,0%,0%,0%,0%,1729,1700,0,6.9%,1392,1373,0,6.54%,337,327,0,9.02%,52326,38573,10299,7699,5422,4482,8726,500,51996,0.629,49%,3.1,152
2020-01-08,21426,23150,141,72934,199,11652,3575986,19443,58375,19440,67,177,51%,3,135,3707,14559,2948,81,199,47%,3.9,255,14704,100,6061,2282,3,12,6,629,424,764,2,0%,0%,0%,0%,0%,1512,1472,0,6.36%,1180,1150,0,5.91%,332,322,0,8.69%,49968,37176,9690,7492,4600,3928,8676,500,49612,0.623,50%,3.2,154
2020-01-09,22164,23796,109,71727,225,12088,3436451,20063,57327,20058,49,130,51%,2.9,126,3733,14400,3069,73,225,47%,3.9,245,15175,159,6099,2362,1,14,5,643,428,763,1,0%,0%,0%,0%,0%,1530,1497,0,6.29%,1197,1175,0,5.86%,333,322,0,8.63%,49198,36683,9555,7425,4908,4051,8066,500,48852,0.672,51%,3,144
2020-01-10,19940,21463,110,65163,388,10606,3272732,17922,52596,17922,43,135,50%,2.9,136,3541,12567,2874,73,388,47%,3.5,234,13889,76,5520,1978,0,14,7,590,382,669,0,0%,0%,0%,0%,0%,1477,1453,0,6.77%,1139,1122,0,6.26%,338,331,0,9.35%,44238,33177,9366,7108,4258,3643,7301,500,43889,0.688,49%,3,152
2020-01-11,11355,12061,41,31117,179,6849,1345762,10503,26052,10481,22,179,57%,2.5,97,1558,5065,1302,21,109,54%,3.3,212,7600,123,3111,1227,0,11,4,239,262,488,0,0%,0%,0%,0%,0%,493,487,0,4.04%,394,390,0,3.71%,99,97,0,6.23%,22202,16928,3066,2489,2287,1878,3562,500,21944,0.634,57%,2.6,112
2020-01-12,13629,14436,51,37390,230,8260,1639482,12540,30631,12540,28,230,58%,2.4,94,1896,6759,1596,27,188,52%,3.6,240,9170,176,3707,1383,0,13,6,276,284,517,0,0%,0%,0%,0%,0%,634,627,0,4.34%,500,495,0,3.95%,134,132,0,6.96%,26936,20477,3767,2987,2876,2357,3811,500,26557,0.648,57%,2.6,114
2020-01-13,24705,26540,125,82301,169,13270,3957798,22236,66163,22233,57,144,51%,3,131,4304,16138,3530,70,169,46%,3.7,245,17425,139,6486,2490,0,15,5,711,441,858,0,0%,0%,0%,0%,0%,1707,1675,0,6.31%,1335,1313,0,5.9%,372,362,0,8.41%,55709,41529,11165,8315,5531,4678,9896,500,55288,0.683,50%,3.1,149
2020-01-14,24275,26032,121,80380,188,12850,3946021,21554,63935,21551,60,151,50%,3,134,4478,16445,3735,65,188,45%,3.7,238,17047,102,6438,2444,1,12,5,670,456,890,1,0%,0%,0%,0%,0%,1731,1696,0,6.52%,1304,1281,0,5.94%,427,415,0,9.27%,55157,40965,10733,8369,5225,4415,9265,500,54780,0.631,49%,3.1,152
2020-01-15,24139,25871,122,79131,148,12973,3691100,21396,62023,21392,54,110,51%,2.9,122,4475,17108,3738,73,148,44%,3.8,244,17186,95,6132,2458,0,13,6,668,444,792,0,0%,0%,0%,0%,0%,1653,1625,0,6.28%,1238,1222,0,5.71%,415,403,0,9.01%,54518,40624,10099,7980,5171,4361,9343,500,54060,0.611,50%,3.1,143
2020-01-16,23738,25591,127,81341,215,12607,4066581,20863,62995,20861,50,215,50%,3,138,4728,18346,3888,85,149,44%,3.9,250,16615,185,6499,2292,0,14,5,649,424,765,0,0%,0%,0%,0%,0%,1666,1637,0,6.4%,1201,1190,0,5.7%,465,447,0,9.45%,55844,41202,10849,8367,5299,4411,9349,500,55436,0.633,49%,3.2,159
2020-01-17,21475,22910,115,68211,228,11562,3266297,18764,52974,18762,48,185,51%,2.8,123,4146,15237,3507,70,228,47%,3.7,232,15019,121,5654,2116,0,13,7,605,437,800,0,0%,0%,0%,0%,0%,1448,1412,0,6.16%,1088,1068,0,5.69%,360,344,0,8.3%,47233,35331,8598,6770,4599,3837,7781,500,46820,0.629,50%,3,143
2020-01-18,11659,12421,44,33346,210,7051,1408072,10544,26417,10526,21,210,58%,2.5,95,1877,6929,1556,26,154,50%,3.7,216,7900,66,3276,1179,0,13,5,269,250,449,0,0%,0%,0%,0%,0%,548,534,0,4.3%,382,379,0,3.59%,166,155,0,8.26%,23653,17647,3310,2643,2573,2036,3810,500,23324,0.655,57%,2.7,113
2020-01-19,13416,14287,42,38465,143,8095,1658327,12147,30548,12145,21,143,58%,2.5,97,2140,7917,1833,24,118,51%,3.7,226,9133,50,3834,1270,0,14,4,319,283,482,0,0%,0%,0%,0%,0%,631,616,0,4.31%,468,460,0,3.79%,163,156,0,7.29%,27474,20563,4231,3270,2826,2254,3934,500,27123,0.657,57%,2.7,116
2020-01-20,25420,27419,133,85458,243,13574,4170607,22139,65235,22135,53,243,51%,2.9,129,5280,20223,4315,87,161,44%,3.8,249,17820,121,7005,2472,1,12,6,740,456,872,1,0%,0%,0%,0%,0%,1743,1718,0,6.27%,1264,1245,0,5.62%,479,473,0,8.96%,57455,42618,12442,8974,5481,4567,10080,500,57048,0.635,50%,3.1,152
2020-01-21,24869,26713,138,84320,141,13333,4088858,21604,65379,21603,54,141,51%,3,136,5109,18941,4295,89,127,45%,3.7,226,17749,89,6545,2330,0,14,7,706,435,804,0,0%,0%,0%,0%,0%,1786,1735,0,6.49%,1322,1294,0,5.99%,464,441,0,8.63%,57503,42648,11292,8542,5118,4324,10407,500,57060,0.725,50%,3.2,153
2020-01-22,24779,26675,141,84228,195,13383,4033465,21485,63029,21482,56,195,52%,2.9,127,5190,21199,4298,92,128,44%,4.1,251,17645,202,6473,2355,0,11,5,689,467,800,0,0%,0%,0%,0%,0%,1657,1624,0,6.09%,1173,1156,0,5.38%,484,468,0,9.02%,57328,42785,10951,8486,5400,4400,10549,500,56873,0.644,50%,3.2,151
2020-01-23,24321,26142,126,79449,164,12970,3883370,20897,60073,20896,35,164,51%,2.9,126,5245,19376,4340,96,140,44%,3.7,238,17307,135,6358,2342,0,17,6,704,426,751,0,0%,0%,0%,0%,0%,1638,1600,0,6.12%,1158,1137,0,5.44%,480,463,0,8.83%,54560,40715,10561,8177,5161,4261,9167,500,54112,0.64,50%,3,149
2020-01-24,21430,23045,117,69766,114,11637,3306177,18399,52899,18396,39,114,52%,2.9,121,4646,16867,3871,82,105,45%,3.6,231,14816,114,6041,2074,0,13,5,584,397,720,0,0%,0%,0%,0%,0%,1430,1409,0,6.11%,1017,1004,0,5.46%,413,405,0,8.72%,47961,35652,9038,6978,4579,3788,8188,500,47584,0.639,50%,3,143
2020-01-25,11598,12350,38,33534,143,6974,1487580,10378,26794,10370,18,143,58%,2.6,103,1972,6740,1671,22,80,50%,3.4,214,7859,51,3433,1007,0,12,4,291,249,413,0,0%,0%,0%,0%,0%,544,534,0,4.32%,405,398,0,3.84%,139,136,0,6.9%,24201,18209,3465,2760,2477,2039,3391,500,23856,0.686,56%,2.7,120
2020-01-26,13460,14322,43,37845,68,8031,1642680,12139,30098,12138,19,66,57%,2.5,97,2183,7747,1846,25,68,50%,3.5,215,9300,48,3808,1166,0,14,7,341,276,455,0,0%,0%,0%,0%,0%,588,583,0,4.07%,444,440,0,3.62%,144,143,0,6.55%,27355,20948,3797,3039,2844,2345,3849,500,26938,0.668,56%,2.6,115
2020-01-27,25541,27591,165,84921,143,13700,4119969,21926,63418,21924,66,143,51%,2.9,125,5665,21503,4687,107,140,45%,3.8,244,18167,80,6962,2382,0,14,5,751,446,809,0,0%,0%,0%,0%,0%,1773,1730,0,6.27%,1230,1209,0,5.51%,543,521,0,9.2%,57907,43379,11097,8489,5286,4400,10631,500,57445,0.64,50%,3.1,149
2020-01-28,25714,27675,135,86502,167,13835,4252315,21995,64929,21993,40,167,51%,3,130,5680,21573,4726,100,122,45%,3.8,247,18385,89,6723,2477,1,13,6,805,451,826,1,0%,0%,0%,0%,0%,1829,1797,0,6.49%,1273,1256,0,5.71%,556,541,0,9.52%,59291,43921,11861,9038,5512,4582,9838,500,58816,0.661,50%,3.1,154
2020-01-29,24350,26297,136,82233,266,13196,3967120,20754,60724,20752,50,266,52%,2.9,125,5543,21509,4615,94,149,44%,3.9,249,17492,138,6464,2203,0,15,5,770,449,803,0,0%,0%,0%,0%,0%,1643,1608,0,6.11%,1132,1110,0,5.35%,511,498,0,8.98%,56602,42211,10780,8368,5131,4243,9720,500,56089,0.627,50%,3.1,151
2020-01-30,24232,26020,113,79640,184,13067,3888044,20484,57562,20482,33,173,52%,2.8,123,5536,22078,4646,85,184,44%,4,248,17128,159,6610,2123,0,14,7,754,422,763,0,0%,0%,0%,0%,0%,1578,1555,0,5.98%,1058,1048,0,5.12%,520,507,0,9.16%,54615,40575,10358,7951,5368,4412,9299,500,54186,0.604,50%,3.1,149
2020-01-31,21122,22592,107,67923,159,11508,3235862,17901,51734,17900,35,159,52%,2.9,125,4691,16189,4006,77,114,47%,3.5,214,14823,162,5659,1945,3,14,5,595,431,733,2,0%,0%,0%,0%,0%,1376,1348,0,5.97%,999,984,0,5.5%,377,364,0,7.76%,46667,34952,8902,6809,4221,3499,8133,500,46303,0.638,51%,3,143
2020-02-01,12296,13100,50,34424,389,7400,1510749,10921,26356,10920,20,106,58%,2.4,97,2179,8068,1854,32,389,50%,3.7,207,8192,92,3649,1167,0,12,7,287,263,435,0,0%,0%,0%,0%,0%,567,557,0,4.25%,433,429,0,3.93%,134,128,0,5.87%,24926,18851,3518,2796,2487,2011,3493,500,24534,0.648,56%,2.6,115
2020-02-02,13428,14219,32,37161,195,8044,1567521,12024,29763,12022,18,195,57%,2.5,94,2195,7398,1887,15,123,52%,3.4,201,9273,58,3735,1152,1,17,4,350,278,456,1,0%,0%,0%,0%,0%,625,615,0,4.33%,481,475,0,3.95%,144,140,0,6.38%,26672,20237,4027,3100,2670,2192,3792,500,26301,0.668,57%,2.6,110
2020-02-03,26055,28028,144,92765,421,13677,4611249,22096,70338,22095,45,421,50%,3.2,143,5932,22427,5001,106,123,44%,3.8,244,18359,97,7213,2359,0,13,4,819,477,835,0,0%,0%,0%,0%,0%,1890,1845,0,6.58%,1325,1295,0,5.86%,565,550,0,9.27%,62173,45608,13533,9450,5595,4614,11464,500,61747,0.636,49%,3.3,165
2020-02-04,25972,28024,151,86201,543,13935,4281645,21798,62296,21797,55,194,51%,2.9,129,6226,23905,5218,99,543,44%,3.8,235,18379,239,6944,2462,0,16,7,832,446,834,0,0%,0%,0%,0%,0%,1770,1726,0,6.16%,1190,1169,0,5.36%,580,557,0,8.95%,59426,44335,11799,9029,5229,4420,9747,500,58983,0.668,50%,3.1,153
2020-02-05,24437,26300,129,79114,362,13433,3808494,20432,57412,20429,41,362,53%,2.8,119,5868,21702,4932,92,172,44%,3.7,233,17397,341,6430,2130,2,15,5,739,435,803,2,0%,0%,0%,0%,0%,1667,1624,0,6.17%,1122,1102,0,5.39%,545,522,0,8.9%,54619,41025,10445,7920,4895,4114,9155,500,54232,0.647,51%,3,145
2020-02-06,23999,25744,139,79813,190,13052,3902819,20005,58201,20003,44,139,52%,2.9,127,5739,21612,4852,99,190,45%,3.8,237,16644,205,6688,2206,1,15,5,748,471,840,1,0%,0%,0%,0%,0%,1637,1597,0,6.2%,1118,1100,0,5.5%,519,497,0,8.66%,55135,41055,10339,7898,4887,4159,9452,500,54679,0.625,51%,3.1,152
2020-02-07,21733,23309,101,71515,129,11833,3467944,18148,52809,18145,36,89,52%,2.9,128,5161,18706,4353,69,129,45%,3.6,223,15252,76,5991,1990,0,15,6,675,378,705,0,0%,0%,0%,0%,0%,1462,1434,0,6.15%,1022,1004,0,5.53%,440,430,0,8.33%,48759,36710,9747,7411,4510,3779,8499,500,48392,0.627,51%,3.1,149
2020-02-08,12001,12692,42,33155,139,7241,1440888,10602,25851,10594,18,102,58%,2.4,94,2090,7304,1821,24,139,51%,3.5,214,8003,44,3558,1087,0,13,7,321,260,410,0,0%,0%,0%,0%,0%,515,508,0,4%,378,375,0,3.54%,137,133,0,6.36%,23732,18087,3541,2798,2430,1965,3452,500,23459,0.661,57%,2.6,114
2020-02-09,14226,15140,42,39942,231,8539,1713773,12700,31168,12700,25,231,58%,2.5,93,2440,8774,2064,18,78,50%,3.6,220,9821,63,3943,1313,0,14,5,390,277,518,0,0%,0%,0%,0%,0%,700,690,0,4.56%,512,507,0,3.99%,188,183,0,7.5%,28619,21583,4296,3343,3003,2468,4024,500,28261,0.656,56%,2.6,113
2020-02-10,27114,29232,134,90971,560,14719,4453510,22767,66025,22763,43,560,52%,2.9,126,6465,24946,5434,95,218,45%,3.9,245,19476,99,7117,2540,0,16,7,907,479,870,0,0%,0%,0%,0%,0%,1903,1864,0,6.38%,1295,1276,0,5.6%,608,588,0,9.1%,61907,45842,12651,9550,5618,4743,10795,500,61460,0.671,50%,3.1,152
2020-02-11,26083,28084,141,86354,112,14039,4157297,21726,62229,21721,50,112,52%,2.9,125,6358,24125,5350,97,100,44%,3.8,228,18846,95,6869,2274,0,12,7,850,440,772,0,0%,0%,0%,0%,0%,1804,1768,0,6.3%,1213,1194,0,5.5%,591,574,0,9.03%,60192,44503,10973,8558,5568,4626,9621,500,59784,0.634,50%,3.1,148
2020-02-12,24309,26166,132,77685,183,13413,3714324,20076,54585,20074,53,183,54%,2.7,110,6090,23100,5130,82,151,44%,3.8,246,17618,150,6204,2192,2,12,5,788,426,784,1,0%,0%,0%,0%,0%,1632,1603,0,6.13%,1058,1044,0,5.2%,574,559,0,9.18%,53634,40080,9974,7851,5265,4408,8812,500,53217,0.693,51%,3,142
2020-02-13,24616,26392,121,80942,212,13292,3797050,20317,58657,20310,41,212,52%,2.9,121,6075,22285,5225,85,194,45%,3.7,219,17581,122,6581,2107,1,13,6,766,432,788,1,0%,0%,0%,0%,0%,1680,1634,0,6.19%,1119,1098,0,5.4%,561,536,0,8.82%,55019,41330,11297,8396,5042,4201,9584,500,54588,0.671,50%,3.1,144
2020-02-14,20832,22233,96,65625,173,11595,3069042,17177,47227,17173,27,134,54%,2.7,115,5056,18398,4385,72,173,45%,3.6,215,14356,181,5972,1724,0,12,6,642,413,692,0,0%,0%,0%,0%,0%,1328,1301,0,5.85%,900,888,0,5.17%,428,413,0,8.17%,45252,34280,8782,6547,4191,3448,7400,500,44896,0.657,52%,3,138
2020-02-15,11269,11951,32,29554,82,7061,1249898,9867,22822,9865,16,82,61%,2.3,86,2084,6732,1810,20,58,51%,3.2,192,7514,92,3425,920,0,11,6,292,260,420,0,0%,0%,0%,0%,0%,458,449,0,3.76%,323,319,0,3.23%,135,130,0,6.24%,21352,16355,3007,2399,2162,1785,3033,500,21038,0.686,59%,2.5,105
2020-02-16,13361,14140,42,36261,81,8163,1593172,11815,28278,11814,17,60,59%,2.4,93,2325,7983,1988,29,81,51%,3.4,211,9003,99,3932,1106,0,13,5,340,270,456,0,0%,0%,0%,0%,0%,605,587,0,4.15%,437,429,0,3.63%,168,158,0,6.8%,25963,19796,3686,2936,2770,2191,3842,500,25659,0.672,58%,2.6,113
2020-02-17,23647,25423,135,76713,141,12963,3648677,19516,54983,19515,44,114,53%,2.8,120,5907,21730,5017,98,141,44%,3.7,222,16805,86,6199,2333,0,14,6,753,454,826,0,0%,0%,0%,0%,0%,1585,1549,0,6.09%,1062,1046,0,5.36%,523,503,0,8.52%,52585,39254,10298,7901,4959,4062,8864,500,52151,0.7,51%,3,144
2020-02-18,24058,25843,138,74313,202,13225,3609852,19937,52252,19937,39,202,53%,2.6,110,5906,22061,4984,106,122,44%,3.7,241,17085,149,5985,2624,0,15,6,756,439,803,0,0%,0%,0%,0%,0%,1634,1591,0,6.16%,1096,1078,0,5.41%,538,513,0,8.69%,51833,39565,9464,7751,4858,4127,8158,500,51365,0.653,51%,2.9,140
2020-02-19,23261,24925,128,70943,111,12904,3421375,19228,50266,19227,58,105,54%,2.6,108,5697,20677,4837,81,111,46%,3.6,236,16813,119,5630,2363,0,15,5,757,449,793,0,0%,0%,0%,0%,0%,1598,1561,0,6.26%,1058,1043,0,5.42%,540,518,0,9.09%,49116,37098,9052,7271,4972,4160,7803,500,48693,0.683,52%,2.8,137
2020-02-20,22356,24015,105,68614,159,12559,3237223,18435,48429,18432,46,111,54%,2.6,110,5580,20185,4759,70,159,45%,3.6,217,16078,114,5665,2155,3,15,5,725,438,810,2,0%,0%,0%,0%,0%,1485,1459,0,6.08%,1000,982,0,5.33%,485,477,0,8.55%,47345,35625,8754,6926,4720,3938,7795,500,46951,0.648,52%,2.9,135
2020-02-21,19828,21278,105,61507,108,11152,2954515,16333,43882,16332,40,108,55%,2.7,112,4945,17625,4195,71,106,45%,3.6,227,13963,139,5246,1930,0,16,6,624,385,714,0,0%,0%,0%,0%,0%,1278,1259,0,5.92%,818,810,0,4.96%,460,449,0,9.08%,42608,32081,7967,6167,4102,3360,6830,500,42261,0.667,52%,2.9,139
2020-02-22,11226,11920,31,29769,126,7019,1333218,9927,23525,9921,19,101,60%,2.4,97,1993,6244,1727,13,126,52%,3.1,186,7524,81,3299,1014,2,11,6,308,248,413,1,0%,0%,0%,0%,0%,544,534,0,4.48%,398,392,0,3.95%,146,142,0,7.12%,21570,16387,2966,2316,2181,1736,3052,500,21254,0.657,59%,2.5,112
2020-02-23,13333,14164,43,36336,118,8343,1600389,11773,27993,11773,20,103,61%,2.4,92,2391,8343,2044,28,118,51%,3.5,217,8730,46,4200,1188,0,12,7,313,283,453,0,0%,0%,0%,0%,0%,585,567,0,4%,414,405,0,3.44%,171,162,0,6.78%,26420,19942,3529,2783,2577,2081,3810,500,26052,0.665,59%,2.6,113
2020-02-24,23464,25289,125,74076,178,13028,3534185,19393,52190,19390,49,178,54%,2.7,113,5896,21886,4972,85,144,44%,3.7,226,17093,78,5936,2182,0,12,5,747,452,791,0,0%,0%,0%,0%,0%,1650,1614,0,6.38%,1101,1089,0,5.62%,549,525,0,8.9%,50593,38160,10210,7752,4908,4083,8365,500,50162,0.681,52%,2.9,140
2020-02-25,23368,25265,143,74382,168,12891,3606143,19091,51979,19089,61,144,53%,2.7,117,6174,22403,5179,99,168,45%,3.6,223,16818,105,5929,2413,0,11,5,755,457,824,0,0%,0%,0%,0%,0%,1641,1606,0,6.36%,1061,1045,0,5.47%,580,561,0,9.09%,51799,38577,9278,7453,5101,4386,8204,500,51384,0.651,51%,2.9,143
2020-02-26,22413,24163,126,69073,135,12513,3243728,18289,47640,18280,48,135,54%,2.6,108,5874,21433,4987,94,113,45%,3.6,216,16176,103,5772,2112,0,13,7,765,421,790,0,0%,0%,0%,0%,0%,1552,1515,0,6.27%,1029,1006,0,5.5%,523,509,0,8.67%,47586,36203,9184,7191,4646,3981,7657,500,47219,0.685,52%,2.9,134
2020-02-27,22183,23920,109,68943,103,12320,3394942,18118,48162,18115,43,77,53%,2.7,115,5802,20781,4908,75,103,45%,3.6,225,16044,81,5773,2022,0,15,5,731,397,738,0,0%,0%,0%,0%,0%,1537,1499,0,6.27%,1018,1002,0,5.53%,519,497,0,8.57%,47233,35657,9108,7086,4613,3928,7989,500,46861,0.725,52%,2.9,142
2020-02-28,20442,21937,117,61737,131,11569,2890908,16721,43514,16719,42,131,55%,2.6,108,5216,18223,4455,85,118,46%,3.5,208,13928,135,5506,2368,0,12,6,601,406,709,0,0%,0%,0%,0%,0%,1278,1257,0,5.73%,824,813,0,4.86%,454,444,0,8.51%,43142,32781,7689,5957,4008,3401,6898,500,42764,0.812,53%,2.8,132
2020-02-29,12563,13409,41,34251,112,7869,1479828,11034,26670,11011,22,112,60%,2.4,91,2375,7581,2022,23,73,53%,3.2,201,7899,84,3757,1669,0,12,4,316,287,503,0,0%,0%,0%,0%,0%,540,531,0,3.96%,391,386,0,3.5%,149,145,0,6.11%,25007,19105,3313,2640,2337,1910,3594,500,24686,0.697,59%,2.6,110
2020-03-01,14634,15564,60,41030,106,8855,1757526,12776,31210,12775,35,87,58%,2.4,92,2788,9820,2396,32,106,50%,3.5,207,9542,50,4288,1684,0,12,5,399,315,553,0,0%,0%,0%,0%,0%,657,636,0,4.09%,451,440,0,3.44%,206,196,0,7.03%,29609,22283,4073,3222,2834,2293,4514,500,29183,0.711,57%,2.6,113
2020-03-02,28955,32708,197,108439,180,15348,5763465,23783,74116,23778,83,180,49%,3.1,145,8925,34323,6796,135,163,41%,3.8,258,19011,144,8020,5533,0,12,7,839,487,880,0,0%,0%,0%,0%,0%,1858,1806,0,5.52%,1235,1205,0,5.07%,623,601,0,6.73%,74878,53781,11513,8545,5932,4998,16116,500,74317,0.697,47%,3.3,176
2020-03-03,27610,29741,167,90319,173,15139,4238154,22587,64509,22586,73,127,53%,2.9,122,7154,25810,6021,109,173,45%,3.6,209,18448,1014,7424,2854,1,15,6,791,455,858,1,0%,0%,0%,0%,0%,1846,1811,0,6.09%,1236,1218,0,5.39%,610,593,0,8.29%,62087,46115,11251,8657,5654,4799,11327,500,61595,0.698,51%,3,143
2020-03-04,24769,26695,141,77467,116,13592,3729777,20168,54653,20165,64,116,53%,2.7,114,6527,22814,5518,86,114,44%,3.5,219,17870,288,6222,2315,0,13,5,742,450,848,0,0%,0%,0%,0%,0%,1578,1547,0,5.8%,1031,1016,0,5.04%,547,531,0,8.14%,53127,40069,10154,7874,5527,4590,8659,500,52710,0.696,51%,2.9,140
2020-03-05,26716,28756,141,86313,191,14524,4127869,22026,62291,22021,56,105,52%,2.8,120,6730,24022,5642,98,191,45%,3.6,221,19164,116,7128,2347,1,15,5,814,459,868,1,0%,0%,0%,0%,0%,1660,1625,0,5.65%,1120,1098,0,4.99%,540,527,0,7.83%,59063,43923,10813,8068,6484,5333,9953,500,58664,0.705,51%,3,144
2020-03-06,23771,25543,133,77045,193,12903,3617109,19445,55435,19443,50,134,52%,2.9,121,6098,21610,5196,96,193,45%,3.5,209,16751,129,6534,2128,1,13,5,709,438,759,1,0%,0%,0%,0%,0%,1444,1418,0,5.55%,954,946,0,4.87%,490,472,0,7.74%,52323,39168,10307,7667,5460,4566,8955,500,51861,0.62,51%,3,142
2020-03-07,14911,15822,54,39274,155,8752,1552461,13118,31091,13111,26,155,56%,2.4,83,2704,8183,2341,32,75,53%,3,173,10684,156,3906,1075,1,14,7,374,277,448,1,0%,0%,0%,0%,0%,557,550,0,3.48%,402,396,0,3.02%,155,154,0,5.7%,27985,21408,3523,2806,3365,2750,4401,500,27453,0.644,55%,2.5,98
2020-03-08,16724,17709,50,45145,304,9863,1823847,14688,34780,14687,24,71,57%,2.4,86,3021,10365,2600,29,304,50%,3.4,187,11771,464,4335,1139,0,13,7,400,277,456,0,0%,0%,0%,0%,0%,671,658,0,3.72%,468,461,0,3.14%,203,197,0,6.52%,31911,24226,4407,3528,3744,3086,5083,500,31335,0.613,56%,2.5,103
2020-03-09,29218,31379,139,93403,191,15683,4457141,23998,66854,23996,39,191,52%,2.8,119,7381,26549,6250,107,146,44%,3.6,217,20163,1158,7715,2342,1,17,6,852,446,822,1,0%,0%,0%,0%,0%,1840,1800,0,5.74%,1261,1237,0,5.15%,579,563,0,7.63%,63332,47751,12616,9323,6662,5546,10793,500,62795,0.634,50%,3,142
2020-03-10,29811,32060,127,97850,279,16027,4759965,24649,71064,24648,55,141,52%,2.9,124,7411,26786,6242,80,279,45%,3.6,228,20833,864,8021,2340,2,14,6,863,460,838,2,0%,0%,0%,0%,0%,1951,1903,0,5.94%,1343,1314,0,5.33%,608,589,0,7.95%,66041,49172,13316,9709,7030,5748,11463,500,65460,0.565,50%,3.1,148
2020-03-11,33984,36271,140,104450,238,17408,4286369,29139,79344,29136,58,116,48%,2.7,96,7132,25106,5991,95,238,47%,3.5,209,25820,707,7426,2318,0,12,7,813,470,854,0,0%,0%,0%,0%,0%,1784,1743,0,4.81%,1187,1170,0,4.02%,597,573,0,8.03%,69952,51456,10860,8558,8791,6935,14847,500,68670,0.511,48%,2.9,118
