date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site
2020-10-26,48515,51956,148,124104,200,29448,5613550,37165,79630,37165,57,83,60%,2.1,78,14791,44474,12672,104,200,47%,3,183,33178,393,11669,6716,0,14,7,693,545,1055,0,0%,0%,0%,0%,0%,1886,1877,0,3.61%,1124,1120,0,3.01%,762,757,0,5.12%,91448,71499,13030,10917,9928,8273,9698,500,91123,0.481,57%,2.4,108
2020-10-27,52477,56243,163,130459,159,32150,5516613,40708,86847,40708,61,97,61%,2.1,75,15535,43612,13187,111,159,48%,2.8,158,34780,392,12605,8466,0,16,5,683,533,1004,0,0%,0%,0%,0%,0%,2025,2016,0,3.58%,1195,1193,0,2.93%,830,821,0,5.28%,96835,77187,13417,11371,10760,8998,9447,500,96551,0.351,57%,2.3,98
2020-10-28,53212,56423,154,128613,174,32697,5255542,42334,88198,42334,63,174,61%,2.1,72,14089,40415,12336,99,164,49%,2.9,156,37070,336,11484,7533,0,13,7,657,475,981,0,0%,0%,0%,0%,0%,2090,2084,0,3.69%,1290,1288,0,3.04%,800,796,0,5.65%,94601,75632,14631,12119,10239,8681,9100,500,94317,0.341,58%,2.3,93
2020-10-29,52557,55198,114,119251,130,32537,4437261,43442,87146,43442,38,130,61%,2,62,11756,32105,10396,82,100,51%,2.7,148,39514,217,10905,4562,0,13,6,716,446,862,0,0%,0%,0%,0%,0%,1681,1675,0,3.03%,1106,1104,0,2.54%,575,571,0,4.86%,86974,70064,14348,11173,9827,8413,8102,500,86533,1.461,59%,2.2,80
2020-10-30,115983,122197,156,332848,199,38813,12224265,101586,273644,101586,75,96,30%,2.7,92,20611,59204,18463,93,199,38%,2.9,139,97777,1980,16222,6216,2,18,7,1010,475,954,2,0%,1%,0%,0%,0%,2094,2087,0,1.71%,1454,1450,0,1.43%,640,637,0,3.09%,207321,145847,15072,12093,78230,62813,32225,500,206797,0.284,32%,2.7,100
2020-10-31,50126,52369,88,140395,105,20193,5020804,41644,109655,41644,39,75,38%,2.6,86,10725,30740,9719,60,105,41%,2.9,134,38852,1060,9384,3073,0,15,8,391,354,667,0,0%,0%,0%,0%,0%,910,905,0,1.73%,613,587,0,1.41%,297,286,0,2.67%,91082,64939,6873,5554,28037,22068,14401,500,90817,0.304,39%,2.7,96
2020-11-01,54794,57674,91,156488,151,23925,6179880,45331,119222,45331,43,128,41%,2.6,95,12343,37266,10960,55,151,42%,3,153,42092,783,11301,3498,0,16,6,443,410,738,0,0%,0%,0%,0%,0%,1210,1207,0,2.09%,776,747,0,1.65%,434,414,0,3.35%,104256,74509,9098,7486,28423,21733,14711,500,103885,0.314,41%,2.7,107
2020-11-02,105252,111470,170,333630,152,36520,13696932,88815,263291,88815,72,152,31%,3,112,22655,70339,20129,114,96,38%,3.1,164,89483,824,15819,5334,10,15,7,877,527,996,1,0%,1%,0%,0%,0%,2149,2133,0,1.91%,1313,1305,0,1.47%,836,827,0,3.65%,214225,143795,15047,12381,74196,54814,30162,500,213711,0.279,33%,3,123
2020-11-03,93064,98479,197,294345,351,33767,11793620,76291,223450,76291,70,225,33%,2.9,108,22188,70895,19717,139,351,38%,3.2,159,76338,567,16190,5380,4,16,8,771,586,1082,2,0%,1%,0%,0%,0%,2093,2085,0,2.12%,1272,1260,0,1.65%,821,813,0,3.66%,189585,129519,14850,12015,62236,46436,27674,500,189089,0.293,34%,3,120
2020-11-04,92762,98431,172,292785,219,33421,11775267,75573,220452,75573,63,120,33%,2.9,108,22858,72333,20169,122,219,38%,3.2,159,78161,484,14410,5375,1,14,5,753,550,1041,1,0%,1%,0%,0%,0%,1836,1821,0,1.85%,1105,1097,0,1.45%,731,724,0,3.17%,188128,128063,13802,11390,63580,47226,27274,500,187698,0.286,34%,3,120
2020-11-05,82963,87958,186,256631,293,31771,10186982,66003,188583,66003,72,123,35%,2.9,103,21955,68048,19456,133,293,39%,3.1,155,68382,387,14122,5066,1,15,7,731,542,1257,1,0%,0%,0%,0%,0%,1882,1876,0,2.13%,1133,1130,0,1.71%,749,746,0,3.4%,166210,115614,13793,11193,51851,39351,24777,500,165761,0.296,36%,2.9,116
2020-11-06,80278,85061,154,248646,380,29700,9717748,64118,183092,64118,59,172,34%,2.9,102,20943,65554,18579,107,380,38%,3.1,152,67381,643,13071,3966,0,13,7,741,536,1003,0,0%,0%,0%,0%,0%,1676,1671,0,1.96%,992,962,0,1.5%,684,669,0,3.19%,160755,111387,12329,10218,51831,39408,23731,500,160334,0.29,35%,2.9,114
2020-11-07,91616,96543,109,282109,229,28334,10165272,76132,220432,76132,45,229,28%,2.9,98,20411,61677,18377,71,196,35%,3,134,81819,323,11196,3204,1,16,8,573,393,748,1,0%,1%,0%,0%,0%,1044,1041,0,1.08%,677,615,0,0.81%,367,341,0,1.67%,176129,119659,7759,6326,70766,53897,27455,500,175664,0.279,29%,2.9,105
2020-11-08,134782,142500,113,440216,95,35207,15981892,112837,348138,112837,52,95,23%,3.1,107,29663,92078,26749,65,90,31%,3.1,132,123955,398,14501,3646,0,15,6,666,401,771,0,0%,1%,0%,0%,0%,1127,1123,0,0.79%,698,692,0,0.61%,429,428,0,1.44%,269081,175899,8524,7182,117708,87583,44903,500,268490,0.263,25%,3.1,112
2020-11-09,83455,88880,185,260245,245,32793,10627055,64494,185001,64494,74,207,36%,2.9,108,24386,75244,21581,130,245,39%,3.1,151,68371,362,14803,5343,1,14,6,775,565,1091,1,0%,0%,0%,0%,0%,2011,2004,0,2.25%,1214,1211,0,1.88%,797,792,0,3.25%,169182,118659,15038,12206,49868,38187,26157,500,168776,0.307,37%,2.9,120
2020-11-10,70452,74774,174,213443,317,30309,8598677,53752,148847,53752,62,317,41%,2.8,101,21022,64596,18601,129,222,40%,3.1,151,56064,414,13214,5080,2,14,6,699,565,1022,2,0%,0%,0%,0%,0%,1882,1873,0,2.5%,1099,1063,0,1.98%,783,768,0,3.65%,140423,100333,13882,11165,37992,29068,21146,500,140066,0.309,41%,2.9,115
2020-11-11,95052,100346,116,306293,170,29796,11642021,75999,229060,75999,46,149,29%,3,108,24347,77233,21938,78,170,33%,3.2,143,83006,415,12996,3929,0,17,7,631,462,830,0,0%,1%,0%,0%,0%,1311,1310,0,1.31%,804,802,0,1.06%,507,505,0,2.07%,192912,128907,9491,7958,72434,54678,31456,500,192384,0.286,30%,3.1,116
2020-11-12,71171,75856,190,219931,504,30145,9058474,53885,150564,53885,73,112,40%,2.8,105,21971,69367,19390,135,504,40%,3.2,155,56533,221,14008,5094,0,15,6,702,561,1069,0,0%,0%,0%,0%,0%,2037,2027,0,2.67%,1181,1179,0,2.19%,856,848,0,3.86%,144849,102750,14382,11794,38893,29536,21807,500,144516,0.317,40%,2.9,119
2020-11-13,58487,62242,147,179186,113,26091,7640838,44018,122152,44018,51,113,43%,2.8,106,18224,57034,16120,109,112,40%,3.1,162,45253,241,12285,4463,0,17,8,649,531,954,0,0%,0%,0%,0%,0%,1772,1763,0,2.83%,1054,1025,0,2.33%,718,701,0,3.85%,119180,85261,12234,10138,29280,22205,18492,500,118864,0.32,42%,2.9,123
2020-11-14,71260,75302,112,218597,167,25867,8000481,56229,159838,56229,44,162,34%,2.8,96,19073,58759,17102,78,167,35%,3.1,136,58720,268,11686,4628,0,17,5,529,390,702,0,0%,0%,0%,0%,0%,982,977,0,1.3%,624,568,0,1.01%,358,325,0,1.7%,139935,95641,7652,6372,49258,37252,21752,500,139574,0.293,34%,2.9,106
2020-11-15,66525,70446,118,207629,140,24193,8202211,51779,149094,51779,52,140,34%,2.9,101,18667,58535,16690,76,83,36%,3.1,159,55776,314,10601,3755,0,14,6,535,407,736,0,0%,0%,0%,0%,0%,1097,1091,0,1.55%,678,675,0,1.3%,419,415,0,2.22%,133511,90940,8250,6739,44646,33980,21222,500,133161,0.3,34%,2.9,116
2020-11-16,59775,64031,176,184281,257,28152,8195788,44444,122090,44444,65,131,45%,2.7,106,19587,62191,17097,128,257,42%,3.2,178,45536,397,13330,4765,3,16,6,713,556,970,1,0%,0%,0%,0%,0%,2009,2001,0,3.13%,1200,1165,0,2.62%,809,794,0,4.05%,124193,89105,15148,12177,26837,20588,18103,500,123877,0.337,44%,2.9,128
2020-11-17,70386,74518,205,199502,574,33890,8030727,54329,136948,54329,75,193,47%,2.5,88,20189,62554,17765,141,574,42%,3.1,162,57162,265,12675,4416,0,15,7,729,558,988,0,0%,0%,0%,0%,0%,1998,1991,0,2.67%,1160,1157,0,2.13%,838,834,0,4.13%,136043,100695,14641,11482,31254,25139,17564,500,135683,0.313,45%,2.7,108
2020-11-18,51433,54871,159,147943,279,25555,6283454,37770,96721,37770,43,196,48%,2.6,94,17101,51222,15067,122,279,44%,3,160,39194,205,11754,3718,0,17,8,589,537,945,0,0%,0%,0%,0%,0%,1786,1775,0,3.23%,1038,1033,0,2.73%,748,742,0,4.34%,100584,74944,12846,10550,20313,16040,14200,500,100237,0.331,47%,2.7,115
2020-11-19,46694,50292,170,139885,278,24138,6475354,34274,87715,34274,61,174,50%,2.6,99,16018,52170,13770,122,278,44%,3.3,191,34914,279,11502,3595,2,13,7,565,551,985,1,0%,0%,0%,0%,0%,1972,1962,0,3.9%,1119,1112,0,3.24%,853,850,0,5.31%,95417,71400,14173,11394,16139,12903,14156,500,95181,0.348,48%,2.8,129
2020-11-20,43736,46813,153,129270,277,22251,5575260,32059,83017,32059,51,139,49%,2.6,95,14754,46253,12907,109,277,44%,3.1,171,32861,239,10388,3325,0,13,7,546,508,915,0,0%,0%,0%,0%,0%,1770,1760,0,3.76%,1034,1029,0,3.21%,736,731,0,4.95%,87961,65451,12339,9676,16033,12713,12890,500,87696,0.347,48%,2.8,119
2020-11-21,38635,40967,84,110884,278,16982,4331870,29136,75758,29136,28,97,42%,2.6,90,11831,35126,10513,61,278,41%,3,143,31285,152,7119,2411,0,13,5,350,363,638,0,0%,0%,0%,0%,0%,890,886,0,2.16%,546,545,0,1.87%,344,339,0,2.87%,74781,53800,6712,5349,19398,15433,9993,500,74561,0.328,41%,2.7,106
2020-11-22,48475,51159,96,143514,276,19873,5438890,37555,101504,37555,44,92,39%,2.7,92,13604,42010,12174,57,276,38%,3.1,146,41544,99,7080,2436,0,15,5,396,362,624,0,0%,0%,0%,0%,0%,1006,997,0,1.95%,656,630,0,1.68%,350,338,0,2.48%,94378,67093,7914,6337,27139,21115,14083,500,94089,0.328,39%,2.8,106
2020-11-23,47369,50843,170,142755,274,24529,6281151,34631,89118,34631,54,124,50%,2.6,98,16212,53637,14098,129,274,44%,3.3,178,35096,181,11740,3826,0,15,6,574,560,964,0,0%,0%,0%,0%,0%,2028,2020,0,3.97%,1165,1162,0,3.36%,863,858,0,5.29%,97466,72569,14925,11745,16053,12801,14311,500,97170,0.342,48%,2.8,124
2020-11-24,31455,33319,144,94204,195,15548,4324357,22660,60192,22660,50,146,48%,2.7,109,10659,34012,9513,105,195,44%,3.2,173,23526,129,6999,2665,0,12,4,404,441,741,0,0%,0%,0%,0%,0%,1561,1553,0,4.66%,912,910,0,4.02%,649,643,0,6.03%,63415,47701,10382,8007,10127,8427,10280,500,63253,0.344,47%,2.8,130
2020-11-25,364599,385286,257,1251491,176,69106,44169746,308130,981194,308130,123,146,17%,3.2,106,77156,270297,70067,155,176,21%,3.5,148,319331,10095,37054,18806,0,16,8,1127,562,1501,0,0%,2%,0%,0%,0%,1792,1786,0,0.46%,1047,1044,0,0.34%,745,742,0,0.96%,759745,467487,12321,9862,341852,266715,137573,500,758520,0.354,18%,3.2,115
2020-11-26,180900,190464,235,640714,271,43292,22304159,144018,476603,144018,103,213,21%,3.3,107,46446,164111,42076,154,271,27%,3.5,147,150788,2260,22841,14575,0,15,8,870,601,1449,0,0%,1%,0%,0%,0%,1978,1967,0,1.03%,1199,1163,0,0.81%,779,759,0,1.63%,389248,242342,13447,10488,168405,118001,69606,500,388438,0.265,23%,3.4,117
2020-11-27,148534,156232,189,523577,267,37832,18083571,117602,387572,117602,81,195,23%,3.3,106,38630,136005,35049,119,267,28%,3.5,146,118205,1020,18398,18609,0,15,6,830,565,1241,0,0%,1%,0%,0%,0%,1732,1718,0,1.1%,1027,999,0,0.85%,705,681,0,1.76%,317734,202006,12275,9598,138038,94052,55530,500,317030,0.269,24%,3.4,116
2020-11-28,124641,131204,135,429092,272,30198,14097095,98025,315594,98025,61,132,22%,3.2,99,33179,113498,30236,80,272,26%,3.4,134,107137,835,14422,8810,0,15,7,671,387,888,0,0%,1%,0%,0%,0%,835,831,0,0.63%,532,511,0,0.52%,303,288,0,0.87%,258077,164970,6983,5391,118245,81985,45787,500,257390,0.261,23%,3.3,107
2020-11-29,80267,84764,113,269624,398,23663,9189631,61530,189752,61530,57,137,27%,3.1,96,23234,79872,21082,61,398,30%,3.4,140,68075,609,11437,4643,0,15,7,498,396,838,0,0%,0%,0%,0%,0%,939,934,0,1.1%,589,558,0,0.91%,350,335,0,1.44%,168553,110851,7082,5750,63071,47047,30918,500,168080,0.302,28%,3.2,108
2020-11-30,55200,58896,184,175676,199,24431,7151482,40917,116530,40917,62,199,42%,2.8,103,17979,59146,15818,139,175,40%,3.3,163,42709,330,11763,4093,1,14,7,638,557,982,1,0%,0%,0%,0%,0%,1974,1963,0,3.33%,1185,1153,0,2.82%,789,759,0,4.22%,116384,83273,13695,10897,26115,20364,19482,500,116038,0.321,41%,3,121
2020-12-01,46835,50048,161,146223,124,22078,6228607,34641,95764,34641,52,93,45%,2.8,104,15407,50459,13470,121,124,42%,3.3,169,35590,203,10730,3524,1,14,9,558,531,896,1,0%,0%,0%,0%,0%,1889,1875,0,3.75%,1145,1139,0,3.29%,744,733,0,4.76%,97647,71684,13728,10672,18393,14674,16455,500,97341,0.333,44%,2.9,124
2020-12-02,42980,46028,159,130714,119,21095,5418218,31965,85178,31965,47,119,47%,2.7,96,14063,45536,12245,119,113,43%,3.2,168,33122,171,9403,3332,0,14,6,530,505,884,0,0%,0%,0%,0%,0%,1737,1725,0,3.75%,1018,1010,0,3.16%,719,712,0,5.06%,88529,65233,12041,9679,16066,12857,14078,500,88261,0.337,46%,2.8,118
2020-12-03,42870,46066,163,133868,206,21094,5688209,32201,86851,32201,53,135,47%,2.7,97,13865,47017,11948,118,206,42%,3.4,185,32420,214,9881,3551,0,11,6,534,516,886,0,0%,0%,0%,0%,0%,1845,1838,0,3.99%,1105,1098,0,3.41%,740,734,0,5.29%,89739,66128,13377,10556,15614,12516,15138,500,89465,0.345,46%,2.9,123
2020-12-04,39871,42553,134,123325,371,18731,5030632,29889,82525,29889,45,371,45%,2.8,98,12664,40800,11035,101,255,42%,3.2,166,30010,115,9171,3257,0,14,7,472,498,846,0,0%,0%,0%,0%,0%,1627,1618,0,3.8%,973,963,0,3.22%,654,649,0,5.12%,81970,60087,11749,9365,15847,12575,13759,500,81730,0.337,44%,2.9,118
2020-12-05,37905,39884,90,109783,213,15474,3718987,29669,77856,29669,45,114,39%,2.6,79,10215,31927,9149,48,213,38%,3.1,134,30806,110,6543,2423,2,13,5,264,369,654,2,0%,0%,0%,0%,0%,866,857,0,2.15%,547,532,0,1.79%,319,316,0,3.09%,72692,52626,6240,5044,19972,16184,10879,500,72446,0.327,39%,2.8,93
2020-12-06,38047,40291,81,115566,172,15176,3974665,29455,80855,29455,27,172,38%,2.7,83,10836,34711,9592,55,114,37%,3.2,142,31017,119,6775,2378,2,12,6,332,375,633,2,0%,0%,0%,0%,0%,883,878,0,2.18%,545,542,0,1.84%,338,333,0,3.07%,75002,53452,6945,5526,20627,16268,12992,500,74765,0.318,38%,2.9,99
2020-12-07,44770,47862,154,132046,188,22177,5493890,33658,88180,33658,45,122,48%,2.6,95,14204,43866,12335,119,188,42%,3.1,162,33440,379,9998,4044,1,13,6,587,537,952,1,0%,0%,0%,0%,0%,1907,1901,0,3.97%,1146,1106,0,3.29%,761,734,0,5.17%,89817,67513,13327,10982,14995,12239,13907,500,89555,0.325,46%,2.8,115
2020-12-08,44077,47344,154,131870,142,22733,5801828,33307,85767,33307,44,130,50%,2.6,96,14037,46103,12056,120,142,44%,3.3,187,32237,243,10378,4486,0,14,7,539,563,1044,0,0%,0%,0%,0%,0%,1914,1904,0,4.02%,1145,1139,0,3.42%,769,760,0,5.41%,90203,67094,13658,10748,14267,11620,13742,500,89973,0.336,48%,2.8,123
2020-12-09,39311,42191,146,114857,193,20558,5095696,29383,74175,29383,40,96,51%,2.5,97,12808,40682,11026,118,193,43%,3.2,175,28797,144,9301,3949,0,12,8,508,498,919,0,0%,0%,0%,0%,0%,1678,1674,0,3.97%,992,989,0,3.37%,686,685,0,5.35%,78256,59840,12872,10295,12004,9825,11725,500,78034,0.352,49%,2.7,121
2020-12-10,38867,41526,161,110853,196,20904,4739027,29282,73146,29282,49,177,53%,2.5,93,12244,37707,10653,124,196,44%,3.1,165,28295,128,9423,3679,1,16,5,502,487,861,1,0%,0%,0%,0%,0%,1745,1733,0,4.17%,1053,1046,0,3.57%,692,687,0,5.61%,76323,58564,12672,9882,10913,8884,10945,500,76058,0.344,50%,2.7,114
2020-12-11,35324,37781,128,104469,210,18517,4572664,26818,69398,26818,29,156,51%,2.6,100,10963,35071,9522,106,210,44%,3.2,173,25386,137,8570,3686,2,10,6,436,502,812,2,0%,0%,0%,0%,0%,1638,1627,0,4.31%,997,968,0,3.61%,641,622,0,5.67%,71344,54157,11466,8950,10446,8645,11213,500,71113,0.346,49%,2.8,121
2020-12-12,29252,30983,65,82145,86,13926,2903341,23039,58786,23039,24,86,46%,2.6,78,7944,23359,7084,47,78,43%,2.9,138,21923,94,6298,2668,0,12,7,265,334,581,0,0%,0%,0%,0%,0%,841,834,0,2.69%,556,548,0,2.38%,285,282,0,3.55%,54906,41043,6163,4792,12262,10034,8814,500,54724,0.333,45%,2.7,94
2020-12-13,31126,33049,68,90164,369,14212,3204008,24769,64827,24769,21,172,43%,2.6,83,8280,25337,7270,50,369,42%,3.1,140,24237,130,6250,2432,0,13,5,257,360,618,0,0%,0%,0%,0%,0%,900,899,0,2.72%,595,563,0,2.27%,305,291,0,3.51%,60201,44631,6918,5340,13237,10812,9808,500,59995,0.342,43%,2.7,97
2020-12-14,37111,39815,167,104611,140,20469,4646701,28259,69683,28259,55,140,54%,2.5,94,11556,34928,9918,122,85,46%,3,172,26100,199,9597,3918,1,13,7,499,524,863,1,0%,0%,0%,0%,0%,1762,1756,0,4.41%,1090,1085,0,3.84%,672,665,0,5.75%,71638,55677,12956,10067,9221,7824,10796,500,71296,0.377,51%,2.6,117
2020-12-15,34973,37357,155,99951,250,19492,4322121,26664,67138,26664,52,250,54%,2.5,96,10693,32813,9286,122,117,46%,3.1,166,24482,174,9062,3637,2,13,7,477,481,830,1,0%,0%,0%,0%,0%,1751,1746,0,4.67%,1115,1113,0,4.17%,636,633,0,5.92%,69063,53595,12479,9482,8103,6726,10306,500,68870,0.374,52%,2.7,116
2020-12-16,31842,34152,129,91657,247,17775,4162745,24271,59545,24271,44,228,55%,2.5,93,9881,32112,8494,91,247,45%,3.2,192,22716,121,8078,3235,2,15,7,404,446,766,2,0%,0%,0%,0%,0%,1711,1700,0,4.98%,1044,1038,0,4.28%,667,658,0,6.66%,62597,48701,12395,9532,7391,6305,9274,500,62445,0.359,52%,2.7,122
2020-12-17,33666,35939,131,96285,222,18717,4173226,25837,63632,25837,40,117,55%,2.5,92,10102,32653,8770,100,222,46%,3.2,177,23558,153,8906,3322,0,15,5,431,447,763,0,0%,0%,0%,0%,0%,1689,1688,0,4.7%,1000,997,0,3.86%,689,685,0,6.78%,66656,51756,11717,8943,8167,6793,9745,500,66429,0.351,52%,2.7,116
2020-12-18,34066,36145,108,85515,149,20285,3535396,26992,58317,26992,39,149,60%,2.2,75,9153,27198,7954,76,81,46%,3,164,20904,125,11010,4106,0,15,5,378,443,737,0,0%,0%,0%,0%,0%,1402,1394,0,3.86%,827,807,0,2.99%,575,554,0,6.05%,60416,48606,10664,7989,7261,6182,7174,500,60223,0.359,56%,2.4,98
2020-12-19,22782,24115,61,57179,186,13379,2244174,18553,40430,18553,20,164,58%,2.2,75,5562,16749,4872,44,186,48%,3,154,15731,140,5906,2338,0,14,6,231,290,492,0,0%,0%,0%,0%,0%,700,699,0,2.9%,461,441,0,2.38%,239,233,0,4.19%,40681,32116,5624,4315,5745,4748,5129,500,40514,0.36,55%,2.4,93
2020-12-20,22116,23452,64,56056,196,12965,2200851,17878,39387,17878,18,101,57%,2.2,74,5574,16669,4858,48,196,49%,3,158,15422,131,6017,1882,0,16,5,228,305,499,0,0%,0%,0%,0%,0%,690,686,0,2.93%,479,470,0,2.63%,211,206,0,3.7%,39527,31034,5385,4306,5573,4566,5571,500,39363,0.363,55%,2.4,94
2020-12-21,34502,36648,128,89195,226,19759,3807075,27567,60998,27567,45,226,57%,2.2,80,9081,28197,7863,95,131,45%,3.1,176,22943,144,9942,3619,0,15,6,406,406,707,0,0%,0%,0%,0%,0%,1430,1420,0,3.87%,883,878,0,3.18%,547,535,0,5.89%,62369,49286,10171,8174,8733,7277,7922,500,62208,0.35,54%,2.4,104
2020-12-22,34081,35993,114,84159,223,19840,3420800,27433,58530,27433,35,118,58%,2.1,73,8560,25629,7470,90,223,45%,3,166,21683,156,10368,3786,0,14,6,342,401,711,0,0%,0%,0%,0%,0%,1290,1281,0,3.56%,823,816,0,2.97%,467,463,0,5.41%,59669,47624,9410,7547,8226,6975,6854,500,59492,0.349,55%,2.3,95
2020-12-23,29552,31355,105,75015,241,17176,2981771,23634,51608,23634,42,80,58%,2.2,73,7721,23407,6682,69,241,46%,3,162,19365,80,8375,3535,0,14,6,334,375,649,0,0%,0%,0%,0%,0%,1157,1147,0,3.66%,708,695,0,2.94%,449,445,0,5.76%,52945,42011,8245,6539,7400,6170,6425,500,52733,0.356,55%,2.4,95
2020-12-24,19478,20520,52,46683,143,11619,1876702,15768,33147,15768,13,143,59%,2.1,74,4752,13536,4207,43,123,49%,2.8,150,12560,47,5289,2624,0,13,5,200,286,495,0,0%,0%,0%,0%,0%,585,582,0,2.84%,369,366,0,2.32%,216,216,0,4.55%,33338,26673,4679,3808,4819,3950,3847,500,33232,0.373,57%,2.3,91
2020-12-25,19230,20207,43,42624,144,12306,1640192,16189,31544,16189,13,144,64%,1.9,66,4018,11080,3490,32,66,50%,2.8,141,11500,47,7190,1470,0,15,6,178,223,351,0,0%,0%,0%,0%,0%,447,446,0,2.21%,321,318,0,1.96%,126,123,0,3.06%,30694,25088,3548,2853,4112,3332,4270,500,30582,0.403,61%,2.1,81
2020-12-26,22346,23511,41,52021,95,13763,2117306,18834,39056,18834,9,73,61%,2.1,75,4677,12965,4102,33,95,50%,2.8,151,13910,60,7737,1804,0,15,6,182,268,441,0,0%,0%,0%,0%,0%,589,585,0,2.49%,397,375,0,1.99%,192,183,0,3.91%,37737,30567,4426,3601,5361,4316,4497,500,37554,0.372,59%,2.2,90
2020-12-27,22137,23464,41,56694,299,12712,2360005,18096,40154,18096,12,155,56%,2.2,80,5368,16540,4651,32,299,47%,3.1,172,15471,117,5848,2028,0,15,5,191,285,476,0,0%,0%,0%,0%,0%,712,706,0,3.01%,481,474,0,2.62%,231,226,0,4.21%,40129,31307,5295,4212,5798,4728,5472,500,39977,0.383,54%,2.4,101
2020-12-28,28909,30705,82,77163,120,15854,3221192,23180,53694,23180,39,75,54%,2.3,82,7525,23469,6524,47,120,46%,3.1,174,21216,114,6301,3074,0,13,7,334,410,681,0,0%,0%,0%,0%,0%,1153,1147,0,3.74%,790,756,0,3.26%,363,351,0,4.66%,54196,42534,8183,6619,7904,6575,6880,500,53996,0.37,52%,2.5,105
2020-12-29,31364,33336,98,80353,128,18021,3261943,25468,57229,25468,42,116,56%,2.2,78,7868,23124,6786,65,128,47%,2.9,162,23244,132,6283,3677,0,16,6,344,402,705,0,0%,0%,0%,0%,0%,1218,1213,0,3.64%,836,825,0,3.24%,382,377,0,4.79%,56975,44958,8473,6861,7784,6566,7121,500,56747,0.35,54%,2.4,98
2020-12-30,27677,29425,69,74123,184,15076,2932562,22232,51749,22232,17,181,53%,2.3,79,7193,22374,6231,55,184,45%,3.1,164,20601,187,5876,2761,0,15,5,350,354,596,0,0%,0%,0%,0%,0%,533,532,0,1.81%,342,341,0,1.53%,191,191,0,2.66%,50938,40033,9344,7305,7386,6222,6455,500,50760,0.474,51%,2.5,100
2020-12-31,19379,20632,37,53285,166,10451,2077051,15421,37108,15421,4,166,53%,2.4,81,5211,16177,4520,33,104,45%,3.1,158,14020,57,4645,1910,0,15,5,224,303,490,0,0%,0%,0%,0%,0%,3,3,0,0.01%,0,0,0,0%,3,3,0,0.06%,36031,28175,7305,5719,5164,4291,4785,500,35888,0.364,51%,2.6,101
